*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2015 199    74    73   2648  2.4144  0.5458  1.9287  0.3388  0.7124 0.00000 11.418 17.822 23.513 18.579  3.5043  2.9496 65.6488
 2015 200    75    74   2633  1.8570  0.5095  1.5166  0.2001  0.7219 0.00000 10.823 16.951 24.085 19.460  3.5050  2.9482 65.6459
 2015 201    76    75   2620  1.5081  0.4815  1.1372  0.1362  0.7823 0.00000 10.222 16.104 25.988 20.809  3.5057  2.9479 65.6413
 2015 202    77    76   2607  1.0062  0.4359  0.6634  0.0795  0.7377 0.00000  9.626 15.300 25.828 20.718  3.5062  2.9477 65.6388

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2015 148     1     0      0  0.0000  0.0000  0.0000  0.0000  0.0000 0.00000  0.000  0.000 24.782 19.436  0.0000  0.0000  0.0000
 2015 149     2     1      0  0.0000  0.0000  0.0000  0.0000  0.0000 0.00000  0.000  0.000 24.034 18.242  0.0000  0.0000  0.0000
 2015 150     3     2      0  0.0000  0.0000  0.0000  0.0000  0.0000 0.00000  0.000  0.000 25.605 19.400  0.0000  0.0000  0.0000
 2015 151     4     3      0  0.0000  0.0000  0.0000  0.0000  0.0000 0.00000  0.000  0.000 27.170 20.725  0.0000  0.0000  0.0000
 2015 152     5     4     37  0.0000  0.0035  0.0024  0.0007  0.0000 0.00000  3.921  7.836 26.350 20.424  0.0000  0.0000  0.0000
 2015 153     6     5     39  0.5075  0.0038  0.3085  0.0951  0.0476 0.00000  3.857  7.669 26.412 22.244  0.0000  0.0000  0.0000
 2015 154     7     6     43  0.5963  0.0039  0.3651  0.1171  0.0511 0.00000  3.806  7.524 25.524 21.563  0.0000  0.0000  0.0000
 2015 155     8     7     47  0.7350  0.0039  0.5611  0.1179  0.0568 0.00000  3.787  7.408 24.884 20.855  0.0000  0.0000  0.0000
 2015 156     9     8     52  0.8733  0.0043  0.4989  0.1872  0.0661 0.00000  3.732  7.329 24.883 20.854  0.0000  0.0000  0.0000
 2015 157    10     9     58  1.0365  0.0047  0.6429  0.2031  0.0795 0.00000  3.692  7.298 25.486 21.287  0.0000  0.0000  0.0000
 2015 158    11    10     65  1.1917  0.0053  0.7473  0.2295  0.0911 0.00000  3.654  7.303 25.461 21.400  0.0000  0.0000  0.0000
 2015 159    12    11     72  1.3083  0.0057  0.8066  0.2704  0.0967 0.00000  3.645  7.238 25.437 20.791  0.0000  0.0000  0.0000
 2015 160    13    12     81  1.5454  0.0063  1.0254  0.2920  0.1125 0.00000  3.662  7.149 25.621 20.770  0.0000  0.0000  0.0000
 2015 161    14    13     90  1.5259  0.0070  0.9370  0.3244  0.1132 0.00000  3.646  7.103 24.986 20.617  0.0000  0.0000  0.0000
 2015 162    15    14    102  2.0669  0.0081  1.2587  0.4426  0.1553 0.00000  3.635  7.081 25.885 21.516  0.0000  0.0000  0.0000
 2015 163    16    15    116  2.3785  0.0094  1.4576  0.4433  0.1815 0.00000  3.623  7.064 25.626 21.877  0.0000  0.0000  0.0000
 2015 164    17    16    130  2.5523  0.0101  1.4741  0.4687  0.1908 0.00000  3.586  6.973 26.036 21.221  0.0000  0.0000  0.0000
 2015 165    18    17    142  2.2599  0.0111  1.4732  0.3947  0.1791 0.00000  3.589  6.876 26.021 21.000  0.0000  0.0000  0.0000
 2015 166    19    18    161  3.2687  0.0126  1.9178  0.6474  0.2528 0.00000  3.581  6.894 26.448 21.840  0.0000  0.0000  0.0000
