RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,linha_resumo,etapa,bnx_mais_importante,simulacao_escolhida,pasta_saida,arquivo_origem,bnx_train,euclidiana,euclidiana_treinamento,euclidiana_teste,param_EMFL,param_FLSD,param_SDPM
2,EMEP1403BN,3,1,BN,50,49,55,55,64,68,87,90,2877,2803,3818,3069,1842,1501,0.1562,0.19,4.64,4.52,4927,4319,2050,-99,3.32,6.34,0.584,0.65,75.34,74.4,102,-99,128,-99,10,-99,3.53,-99,1511,1224,51,-99,13.47,-99,3.29,-99,1.06,-99,96,-99,4,-99,-99,bestcfg_0013_treinamento_EMEP1403_EXPL2_9,13,treinamento,EMEP1403_EXPL2_9.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL2_9,melhor_configuracao_treinamento.csv,,7.728638054156076,,,34.94915232260325,11.444302132784443,18.11122981127594
3,EMEP1403BN,4,1,BN,50,50,55,54,64,64,85,82,2982,4004,4106,3178,1986,1062,0.1501,0.23,4.64,5.31,5440,5302,2460,-99,3.56,4.92,0.548,-99,72.62,78.2,108,-99,141,-99,12,-99,3.61,-99,1709,2161,60,-99,13.72,-99,3.26,-99,1.09,-99,94,-99,4,-99,-99,bestcfg_0013_treinamento_EMEP1403_EXPL2_9,13,treinamento,EMEP1403_EXPL2_9.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL2_9,melhor_configuracao_treinamento.csv,,7.728638054156076,,,34.94915232260325,11.444302132784443,18.11122981127594
4,EMEP1403BN,5,1,BN,45,51,50,54,59,68,81,90,3147,3993,4184,5140,1878,1964,0.1676,0.19,4.64,4.96,5733,5002,2590,-99,4.33,5.67,0.549,-99,75.21,77.6,110,-99,143,-99,14,-99,3.50,-99,2013,2306,66,-99,14.43,-99,3.29,-99,1.31,-99,90,-99,4,-99,-99,bestcfg_0013_treinamento_EMEP1403_EXPL2_9,13,treinamento,EMEP1403_EXPL2_9.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL2_9,melhor_configuracao_treinamento.csv,,7.728638054156076,,,34.94915232260325,11.444302132784443,18.11122981127594
5,EMEP1403BN,6,1,BN,46,55,51,67,60,74,82,91,3172,4340,4298,5358,2026,3157,0.1566,0.19,4.64,4.95,5942,4261,2770,-99,4.37,5.00,0.534,-99,73.80,74.9,112,-99,148,-99,15,-99,3.54,-99,2030,1849,66,-99,14.51,-99,3.30,-99,1.29,-99,91,-99,4,-99,-99,bestcfg_0013_treinamento_EMEP1403_EXPL2_9,13,treinamento,EMEP1403_EXPL2_9.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL2_9,melhor_configuracao_treinamento.csv,,7.728638054156076,,,34.94915232260325,11.444302132784443,18.11122981127594
6,EMEP1403BN,8,1,BN,44,41,49,51,58,57,84,84,2935,2630,3959,-99,1677,1215,0.1750,0.21,4.64,4.94,5204,3092,2270,-99,3.89,6.14,0.564,-99,74.15,72.3,102,-99,133,-99,12,-99,3.47,-99,1688,2069,56,-99,14.00,-99,2.90,-99,1.31,-99,93,-99,4,-99,-99,bestcfg_0013_treinamento_EMEP1403_EXPL2_9,13,treinamento,EMEP1403_EXPL2_9.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL2_9,melhor_configuracao_treinamento.csv,,7.728638054156076,,,34.94915232260325,11.444302132784443,18.11122981127594
1,EMEP1403BN,1,1,BN,46,35,51,42,59,56,83,72,2355,1605,3221,2313,1599,1090,0.1473,0.15,4.64,5.49,4407,3202,2050,-99,3.94,4.18,0.534,0.50,73.12,70.4,83,-99,116,-99,13,-99,3.54,-99,1787,1409,59,-99,13.92,-99,2.87,-99,1.18,-99,92,-99,4,-99,-99,bestcfg_0014_treinamento_EMEP1403_EXPL3_4,14,treinamento,EMEP1403_EXPL3_4.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_4,melhor_configuracao_treinamento.csv,,7.29662127202084,,,35.0,10.317237269281287,18.544715136638725
2,EMEP1403BN,2,1,BN,48,42,53,48,62,62,86,82,2592,1997,3501,2923,1628,1258,0.1592,0.17,4.64,5.52,4703,3204,2110,-99,3.90,6.26,0.551,0.62,74.04,72.7,91,-99,122,-99,12,-99,3.50,-99,1688,1349,54,-99,13.60,-99,3.18,-99,1.15,-99,95,-99,4,-99,-99,bestcfg_0014_treinamento_EMEP1403_EXPL3_4,14,treinamento,EMEP1403_EXPL3_4.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_4,melhor_configuracao_treinamento.csv,,7.29662127202084,,,35.0,10.317237269281287,18.544715136638725
3,EMEP1403BN,5,1,BN,45,51,50,54,58,68,81,90,3192,3993,4141,5140,1815,1964,0.1759,0.19,4.64,4.96,5695,5002,2500,-99,4.34,5.67,0.561,-99,77.09,77.6,111,-99,143,-99,14,-99,3.49,-99,2013,2306,66,-99,14.70,-99,3.31,-99,1.36,-99,90,-99,4,-99,-99,bestcfg_0014_treinamento_EMEP1403_EXPL3_4,14,treinamento,EMEP1403_EXPL3_4.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_4,melhor_configuracao_treinamento.csv,,7.29662127202084,,,35.0,10.317237269281287,18.544715136638725
4,EMEP1403BN,6,1,BN,46,55,51,67,59,74,81,91,3100,4340,4127,5358,1945,3157,0.1593,0.19,4.64,4.95,5784,4261,2680,-99,4.38,5.00,0.536,-99,75.10,74.9,109,-99,144,-99,15,-99,3.52,-99,2030,1849,66,-99,14.51,-99,3.34,-99,1.29,-99,90,-99,4,-99,-99,bestcfg_0014_treinamento_EMEP1403_EXPL3_4,14,treinamento,EMEP1403_EXPL3_4.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_4,melhor_configuracao_treinamento.csv,,7.29662127202084,,,35.0,10.317237269281287,18.544715136638725
5,EMEP1403BN,8,1,BN,44,41,49,51,57,57,83,84,2924,2630,3784,-99,1555,1215,0.1880,0.21,4.64,4.94,5059,3092,2140,-99,3.90,6.14,0.578,-99,77.28,72.3,101,-99,129,-99,11,-99,3.46,-99,1688,2069,56,-99,14.26,-99,2.94,-99,1.34,-99,92,-99,4,-99,-99,bestcfg_0014_treinamento_EMEP1403_EXPL3_4,14,treinamento,EMEP1403_EXPL3_4.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_4,melhor_configuracao_treinamento.csv,,7.29662127202084,,,35.0,10.317237269281287,18.544715136638725
6,EMEP1403BN,9,1,BN,46,47,52,56,61,65,87,86,3037,2080,3961,3807,1604,1151,0.1893,0.17,4.64,4.63,5307,3027,2270,-99,3.74,4.59,0.572,0.69,76.68,71.8,104,-99,133,-99,12,-99,3.42,-99,1761,2002,60,-99,13.98,-99,3.17,-99,1.14,-99,96,-99,4,-99,-99,bestcfg_0014_treinamento_EMEP1403_EXPL3_4,14,treinamento,EMEP1403_EXPL3_4.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_4,melhor_configuracao_treinamento.csv,,7.29662127202084,,,35.0,10.317237269281287,18.544715136638725
1,EMEP1403BN,1,1,BN,44,35,50,42,59,56,80,72,2290,1605,3295,2313,1774,1090,0.1291,0.15,4.64,5.49,4355,3202,2070,-99,3.78,4.18,0.526,0.50,69.50,70.4,81,-99,115,-99,12,-99,3.55,-99,1599,1409,52,-99,13.65,-99,2.86,-99,1.14,-99,89,-99,4,-99,-99,bestcfg_0015_treinamento_EMEP1403_EXPL3_5,15,treinamento,EMEP1403_EXPL3_5.BNX,IP100_IT100_poi_exp,EMEP1403_EXPL3_5,melhor_configuracao_treinamento.csv,,7.126815925150691,,,33.75340894746806,11.500027416940178,15.639581016642914
2,EMEP1403BN,2,1,BN,46,42,52,48,62,62,83,82,2440,1997,3431,2923,1728,1258,0.1413,0.17,4.64,5.52,4557,3204,2120,-99,3.70,6.26,0.535,0.62,71.11,72.7,83,-99,113,-99,11,-99,3.38,-99,1495,1349,49,-99,13.22,-99,3.41,-99,1.09,-99,92,-99,4,-99,-99,bestcfg_0015_treinamento_EMEP1403_EXPL3_5,15,treinamento,EMEP1403_EXPL3_5.BNX,IP100_IT100_poi_exp,EMEP1403_EXPL3_5,melhor_configuracao_treinamento.csv,,7.126815925150691,,,33.75340894746806,11.500027416940178,15.639581016642914
3,EMEP1403BN,4,1,BN,48,50,53,54,63,64,81,82,2641,4004,3747,3178,2004,1062,0.1317,0.23,4.64,5.31,4984,5302,2340,-99,3.41,4.92,0.530,-99,70.47,78.2,93,-99,125,-99,11,-99,3.52,-99,1486,2161,52,-99,13.45,-99,3.43,-99,1.06,-99,90,-99,4,-99,-99,bestcfg_0015_treinamento_EMEP1403_EXPL3_5,15,treinamento,EMEP1403_EXPL3_5.BNX,IP100_IT100_poi_exp,EMEP1403_EXPL3_5,melhor_configuracao_treinamento.csv,,7.126815925150691,,,33.75340894746806,11.500027416940178,15.639581016642914
4,EMEP1403BN,6,1,BN,45,55,50,67,59,74,78,91,2718,4340,3851,5358,2003,3157,0.1357,0.19,4.64,4.95,5412,4261,2690,-99,4.23,5.00,0.502,-99,70.58,74.9,96,-99,134,-99,15,-99,3.53,-99,1925,1849,62,-99,14.27,-99,3.33,-99,1.26,-99,87,-99,4,-99,-99,bestcfg_0015_treinamento_EMEP1403_EXPL3_5,15,treinamento,EMEP1403_EXPL3_5.BNX,IP100_IT100_poi_exp,EMEP1403_EXPL3_5,melhor_configuracao_treinamento.csv,,7.126815925150691,,,33.75340894746806,11.500027416940178,15.639581016642914
5,EMEP1403BN,8,1,BN,43,41,47,51,57,57,79,84,2615,2630,3631,-99,1665,1215,0.1571,0.21,4.64,4.94,4822,3092,2210,-99,3.76,6.14,0.542,-99,72.01,72.3,91,-99,124,-99,12,-99,3.50,-99,1606,2069,54,-99,13.73,-99,2.85,-99,1.28,-99,88,-99,4,-99,-99,bestcfg_0015_treinamento_EMEP1403_EXPL3_5,15,treinamento,EMEP1403_EXPL3_5.BNX,IP100_IT100_poi_exp,EMEP1403_EXPL3_5,melhor_configuracao_treinamento.csv,,7.126815925150691,,,33.75340894746806,11.500027416940178,15.639581016642914
6,EMEP1403BN,9,1,BN,45,47,50,56,61,65,84,86,2716,2080,3732,3807,1661,1151,0.1635,0.17,4.64,4.63,4990,3027,2270,-99,3.59,4.59,0.544,0.69,72.78,71.8,93,-99,125,-99,12,-99,3.42,-99,1659,2002,57,-99,13.52,-99,3.13,-99,1.11,-99,93,-99,4,-99,-99,bestcfg_0015_treinamento_EMEP1403_EXPL3_5,15,treinamento,EMEP1403_EXPL3_5.BNX,IP100_IT100_poi_exp,EMEP1403_EXPL3_5,melhor_configuracao_treinamento.csv,,7.126815925150691,,,33.75340894746806,11.500027416940178,15.639581016642914
1,EMEP1403BN,1,1,BN,45,35,50,42,59,56,81,72,2251,1605,3265,2313,1758,1090,0.1280,0.15,4.64,5.49,4388,3202,2140,-99,3.81,4.18,0.513,0.50,68.96,70.4,80,-99,115,-99,13,-99,3.54,-99,1695,1409,55,-99,13.65,-99,2.87,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0016_treinamento_EMEP1403_EXPL3_6,16,treinamento,EMEP1403_EXPL3_6.BNX,IP100_IT300_ucb_matern5_2,EMEP1403_EXPL3_6,melhor_configuracao_treinamento.csv,,7.244815474683808,,,34.09979736422994,11.314153966392364,15.98703844268102
2,EMEP1403BN,2,1,BN,46,42,52,48,62,62,83,82,2455,1997,3444,2923,1713,1258,0.1433,0.17,4.64,5.52,4572,3204,2120,-99,3.74,6.26,0.537,0.62,71.28,72.7,83,-99,114,-99,11,-99,3.39,-99,1495,1349,49,-99,13.43,-99,3.41,-99,1.13,-99,92,-99,4,-99,-99,bestcfg_0016_treinamento_EMEP1403_EXPL3_6,16,treinamento,EMEP1403_EXPL3_6.BNX,IP100_IT300_ucb_matern5_2,EMEP1403_EXPL3_6,melhor_configuracao_treinamento.csv,,7.244815474683808,,,34.09979736422994,11.314153966392364,15.98703844268102
3,EMEP1403BN,4,1,BN,49,50,54,54,63,64,82,82,2733,4004,3829,3178,1955,1062,0.1398,0.23,4.64,5.31,5103,5302,2370,-99,3.45,4.92,0.536,-99,71.38,78.2,97,-99,129,-99,11,-99,3.55,-99,1597,2161,56,-99,13.46,-99,3.38,-99,1.06,-99,91,-99,4,-99,-99,bestcfg_0016_treinamento_EMEP1403_EXPL3_6,16,treinamento,EMEP1403_EXPL3_6.BNX,IP100_IT300_ucb_matern5_2,EMEP1403_EXPL3_6,melhor_configuracao_treinamento.csv,,7.244815474683808,,,34.09979736422994,11.314153966392364,15.98703844268102
4,EMEP1403BN,5,1,BN,44,51,49,54,58,68,78,90,2852,3993,3890,5140,1863,1964,0.1531,0.19,4.64,4.96,5375,5002,2520,-99,4.22,5.67,0.531,-99,73.33,77.6,99,-99,133,-99,14,-99,3.46,-99,1908,2306,63,-99,14.15,-99,3.38,-99,1.29,-99,87,-99,4,-99,-99,bestcfg_0016_treinamento_EMEP1403_EXPL3_6,16,treinamento,EMEP1403_EXPL3_6.BNX,IP100_IT300_ucb_matern5_2,EMEP1403_EXPL3_6,melhor_configuracao_treinamento.csv,,7.244815474683808,,,34.09979736422994,11.314153966392364,15.98703844268102
5,EMEP1403BN,8,1,BN,43,41,48,51,57,57,80,84,2726,2630,3720,-99,1638,1215,0.1664,0.21,4.64,4.94,4897,3092,2170,-99,3.79,6.14,0.557,-99,73.28,72.3,95,-99,126,-99,11,-99,3.49,-99,1606,2069,54,-99,13.73,-99,2.86,-99,1.28,-99,89,-99,4,-99,-99,bestcfg_0016_treinamento_EMEP1403_EXPL3_6,16,treinamento,EMEP1403_EXPL3_6.BNX,IP100_IT300_ucb_matern5_2,EMEP1403_EXPL3_6,melhor_configuracao_treinamento.csv,,7.244815474683808,,,34.09979736422994,11.314153966392364,15.98703844268102
6,EMEP1403BN,9,1,BN,45,47,50,56,61,65,84,86,2731,2080,3745,3807,1664,1151,0.1641,0.17,4.64,4.63,5007,3027,2280,-99,3.62,4.59,0.545,0.69,72.91,71.8,93,-99,125,-99,12,-99,3.41,-99,1659,2002,57,-99,13.74,-99,3.13,-99,1.12,-99,93,-99,4,-99,-99,bestcfg_0016_treinamento_EMEP1403_EXPL3_6,16,treinamento,EMEP1403_EXPL3_6.BNX,IP100_IT300_ucb_matern5_2,EMEP1403_EXPL3_6,melhor_configuracao_treinamento.csv,,7.244815474683808,,,34.09979736422994,11.314153966392364,15.98703844268102
1,EMEP1403BN,1,1,BN,46,35,51,42,60,56,81,72,2247,1605,3213,2313,1682,1090,0.1335,0.15,4.64,5.49,4411,3202,2160,-99,3.94,4.18,0.509,0.50,69.93,70.4,79,-99,115,-99,14,-99,3.54,-99,1787,1409,59,-99,13.92,-99,2.87,-99,1.18,-99,90,-99,4,-99,-99,bestcfg_0017_treinamento_EMEP1403_EXPL3_8,17,treinamento,EMEP1403_EXPL3_8.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_8,melhor_configuracao_treinamento.csv,,1.0158527636665513,,,35.0,11.163426110290562,15.982013509019067
2,EMEP1403BN,2,1,BN,48,42,53,48,63,62,84,82,2361,1997,3409,2923,1731,1258,0.1364,0.17,4.64,5.52,4666,3204,2310,-99,3.90,6.26,0.506,0.62,69.24,72.7,81,-99,115,-99,12,-99,3.41,-99,1688,1349,54,-99,13.60,-99,3.37,-99,1.15,-99,93,-99,4,-99,-99,bestcfg_0017_treinamento_EMEP1403_EXPL3_8,17,treinamento,EMEP1403_EXPL3_8.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_8,melhor_configuracao_treinamento.csv,,1.0158527636665513,,,35.0,11.163426110290562,15.982013509019067
3,EMEP1403BN,4,1,BN,50,50,55,54,64,64,83,82,2766,4004,3898,3178,1991,1062,0.1389,0.23,4.64,5.31,5260,5302,2490,-99,3.57,4.92,0.526,-99,70.95,78.2,99,-99,133,-99,12,-99,3.58,-99,1709,2161,60,-99,13.72,-99,3.33,-99,1.09,-99,92,-99,4,-99,-99,bestcfg_0017_treinamento_EMEP1403_EXPL3_8,17,treinamento,EMEP1403_EXPL3_8.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_8,melhor_configuracao_treinamento.csv,,1.0158527636665513,,,35.0,11.163426110290562,15.982013509019067
4,EMEP1403BN,5,1,BN,45,51,50,54,59,68,79,90,2914,3993,3962,5140,1881,1964,0.1549,0.19,4.64,4.96,5513,5002,2600,-99,4.34,5.67,0.529,-99,73.56,77.6,101,-99,136,-99,15,-99,3.46,-99,2013,2306,66,-99,14.70,-99,3.37,-99,1.36,-99,88,-99,4,-99,-99,bestcfg_0017_treinamento_EMEP1403_EXPL3_8,17,treinamento,EMEP1403_EXPL3_8.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_8,melhor_configuracao_treinamento.csv,,1.0158527636665513,,,35.0,11.163426110290562,15.982013509019067
5,EMEP1403BN,6,1,BN,46,55,51,67,60,74,79,91,2794,4340,3937,5358,2030,3157,0.1376,0.19,4.64,4.95,5575,4261,2780,-99,4.38,5.00,0.501,-99,70.97,74.9,98,-99,137,-99,16,-99,3.51,-99,2030,1849,66,-99,14.51,-99,3.35,-99,1.29,-99,88,-99,4,-99,-99,bestcfg_0017_treinamento_EMEP1403_EXPL3_8,17,treinamento,EMEP1403_EXPL3_8.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_8,melhor_configuracao_treinamento.csv,,1.0158527636665513,,,35.0,11.163426110290562,15.982013509019067
6,EMEP1403BN,9,1,BN,46,47,52,56,62,65,85,86,2756,2080,3765,3807,1680,1151,0.1641,0.17,4.64,4.63,5128,3027,2370,-99,3.74,4.59,0.537,0.69,73.20,71.8,93,-99,126,-99,13,-99,3.39,-99,1761,2002,60,-99,13.98,-99,3.21,-99,1.14,-99,94,-99,4,-99,-99,bestcfg_0017_treinamento_EMEP1403_EXPL3_8,17,treinamento,EMEP1403_EXPL3_8.BNX,IP200_IT300_ucb_matern3_2,EMEP1403_EXPL3_8,melhor_configuracao_treinamento.csv,,1.0158527636665513,,,35.0,11.163426110290562,15.982013509019067
1,EMEP1403BN,1,1,BN,45,35,50,42,59,56,81,72,2220,1605,3258,2313,1793,1090,0.1238,0.15,4.64,5.49,4381,3202,2160,-99,3.79,4.18,0.507,0.50,68.14,70.4,79,-99,115,-99,13,-99,3.54,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0018_treinamento_EMEP1403_EXPL3_9,18,treinamento,EMEP1403_EXPL3_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL3_9,melhor_configuracao_treinamento.csv,,7.355397724530164,,,33.94396837894824,11.605355722473316,15.888109930610524
2,EMEP1403BN,2,1,BN,46,42,52,48,62,62,83,82,2441,1997,3434,2923,1728,1258,0.1413,0.17,4.64,5.52,4560,3204,2120,-99,3.71,6.26,0.535,0.62,71.10,72.7,83,-99,113,-99,11,-99,3.38,-99,1495,1349,49,-99,13.22,-99,3.42,-99,1.09,-99,92,-99,4,-99,-99,bestcfg_0018_treinamento_EMEP1403_EXPL3_9,18,treinamento,EMEP1403_EXPL3_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL3_9,melhor_configuracao_treinamento.csv,,7.355397724530164,,,33.94396837894824,11.605355722473316,15.888109930610524
3,EMEP1403BN,4,1,BN,49,50,54,54,63,64,82,82,2663,4004,3844,3178,2048,1062,0.1300,0.23,4.64,5.31,5110,5302,2450,-99,3.43,4.92,0.521,-99,69.27,78.2,94,-99,129,-99,11,-99,3.55,-99,1597,2161,56,-99,13.46,-99,3.39,-99,1.06,-99,91,-99,4,-99,-99,bestcfg_0018_treinamento_EMEP1403_EXPL3_9,18,treinamento,EMEP1403_EXPL3_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL3_9,melhor_configuracao_treinamento.csv,,7.355397724530164,,,33.94396837894824,11.605355722473316,15.888109930610524
4,EMEP1403BN,5,1,BN,44,51,49,54,58,68,78,90,2838,3993,3904,5140,1887,1964,0.1504,0.19,4.64,4.96,5384,5002,2550,-99,4.19,5.67,0.527,-99,72.69,77.6,98,-99,133,-99,14,-99,3.46,-99,1908,2306,63,-99,14.15,-99,3.37,-99,1.29,-99,87,-99,4,-99,-99,bestcfg_0018_treinamento_EMEP1403_EXPL3_9,18,treinamento,EMEP1403_EXPL3_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL3_9,melhor_configuracao_treinamento.csv,,7.355397724530164,,,33.94396837894824,11.605355722473316,15.888109930610524
5,EMEP1403BN,6,1,BN,45,55,50,67,59,74,78,91,2640,4340,3863,5358,2144,3157,0.1231,0.19,4.64,4.95,5414,4261,2770,-99,4.24,5.00,0.488,-99,68.34,74.9,93,-99,133,-99,15,-99,3.52,-99,1925,1849,62,-99,14.27,-99,3.34,-99,1.26,-99,87,-99,4,-99,-99,bestcfg_0018_treinamento_EMEP1403_EXPL3_9,18,treinamento,EMEP1403_EXPL3_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL3_9,melhor_configuracao_treinamento.csv,,7.355397724530164,,,33.94396837894824,11.605355722473316,15.888109930610524
6,EMEP1403BN,8,1,BN,43,41,48,51,57,57,80,84,2709,2630,3711,-99,1659,1215,0.1632,0.21,4.64,4.94,4888,3092,2180,-99,3.76,6.14,0.554,-99,72.99,72.3,95,-99,126,-99,11,-99,3.51,-99,1606,2069,54,-99,13.73,-99,2.83,-99,1.28,-99,89,-99,4,-99,-99,bestcfg_0018_treinamento_EMEP1403_EXPL3_9,18,treinamento,EMEP1403_EXPL3_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL3_9,melhor_configuracao_treinamento.csv,,7.355397724530164,,,33.94396837894824,11.605355722473316,15.888109930610524
1,EMEP1403BN,1,1,BN,45,35,50,42,59,56,82,72,2357,1605,3286,2313,1650,1090,0.1429,0.15,4.64,5.49,4407,3202,2050,-99,3.82,4.18,0.535,0.50,71.72,70.4,84,-99,116,-99,13,-99,3.55,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,91,-99,4,-99,-99,bestcfg_0019_treinamento_EMEP1403_EXPL4_5,19,treinamento,EMEP1403_EXPL4_5.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL4_5,melhor_configuracao_treinamento.csv,,7.253208361432198,,,34.201955234870475,11.00035050625532,17.539751284100728
2,EMEP1403BN,2,1,BN,47,42,52,48,62,62,85,82,2547,1997,3488,2923,1668,1258,0.1527,0.17,4.64,5.52,4657,3204,2110,-99,3.78,6.26,0.547,0.62,73.02,72.7,88,-99,118,-99,11,-99,3.45,-99,1585,1349,53,-99,13.43,-99,3.27,-99,1.14,-99,94,-99,4,-99,-99,bestcfg_0019_treinamento_EMEP1403_EXPL4_5,19,treinamento,EMEP1403_EXPL4_5.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL4_5,melhor_configuracao_treinamento.csv,,7.253208361432198,,,34.201955234870475,11.00035050625532,17.539751284100728
3,EMEP1403BN,3,1,BN,49,49,55,55,63,68,85,90,2766,2803,3615,3069,1731,1501,0.1598,0.19,4.64,4.52,4722,4319,1960,-99,3.25,6.34,0.586,0.65,76.51,74.4,96,-99,121,-99,9,-99,3.48,-99,1429,1224,49,-99,13.21,-99,3.38,-99,1.03,-99,94,-99,4,-99,-99,bestcfg_0019_treinamento_EMEP1403_EXPL4_5,19,treinamento,EMEP1403_EXPL4_5.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL4_5,melhor_configuracao_treinamento.csv,,7.253208361432198,,,34.201955234870475,11.00035050625532,17.539751284100728
4,EMEP1403BN,6,1,BN,45,55,50,67,58,74,80,91,2986,4340,4114,5358,2007,3157,0.1488,0.19,4.64,4.95,5662,4261,2680,-99,4.27,5.00,0.527,-99,72.59,74.9,106,-99,142,-99,15,-99,3.54,-99,1925,1849,62,-99,14.27,-99,3.30,-99,1.26,-99,89,-99,4,-99,-99,bestcfg_0019_treinamento_EMEP1403_EXPL4_5,19,treinamento,EMEP1403_EXPL4_5.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL4_5,melhor_configuracao_treinamento.csv,,7.253208361432198,,,34.201955234870475,11.00035050625532,17.539751284100728
5,EMEP1403BN,8,1,BN,43,41,48,51,57,57,82,84,2903,2630,3805,-99,1570,1215,0.1849,0.21,4.64,4.94,4994,3092,2090,-99,3.80,6.14,0.581,-99,76.30,72.3,101,-99,129,-99,11,-99,3.47,-99,1606,2069,54,-99,14.00,-99,2.91,-99,1.30,-99,91,-99,4,-99,-99,bestcfg_0019_treinamento_EMEP1403_EXPL4_5,19,treinamento,EMEP1403_EXPL4_5.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL4_5,melhor_configuracao_treinamento.csv,,7.253208361432198,,,34.201955234870475,11.00035050625532,17.539751284100728
6,EMEP1403BN,9,1,BN,45,47,51,56,61,65,86,86,2953,2080,3925,3807,1627,1151,0.1815,0.17,4.64,4.63,5196,3027,2240,-99,3.63,4.59,0.568,0.69,75.23,71.8,100,-99,130,-99,12,-99,3.40,-99,1659,2002,57,-99,13.74,-99,3.19,-99,1.12,-99,95,-99,4,-99,-99,bestcfg_0019_treinamento_EMEP1403_EXPL4_5,19,treinamento,EMEP1403_EXPL4_5.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL4_5,melhor_configuracao_treinamento.csv,,7.253208361432198,,,34.201955234870475,11.00035050625532,17.539751284100728
1,EMEP1403BN,1,1,BN,45,35,50,42,59,56,82,72,2357,1605,3286,2313,1649,1090,0.1429,0.15,4.64,5.49,4408,3202,2050,-99,3.82,4.18,0.535,0.50,71.72,70.4,84,-99,116,-99,13,-99,3.55,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,91,-99,4,-99,-99,bestcfg_0020_treinamento_EMEP1403_EXPL4_6,20,treinamento,EMEP1403_EXPL4_6.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL4_6,melhor_configuracao_treinamento.csv,,7.235259981673663,,,34.18856028091007,10.985936275192046,17.78286580465659
2,EMEP1403BN,2,1,BN,47,42,52,48,62,62,86,82,2589,1997,3530,2923,1668,1258,0.1552,0.17,4.64,5.52,4665,3204,2080,-99,3.78,6.26,0.555,0.62,73.36,72.7,90,-99,121,-99,11,-99,3.49,-99,1585,1349,53,-99,13.43,-99,3.19,-99,1.14,-99,95,-99,4,-99,-99,bestcfg_0020_treinamento_EMEP1403_EXPL4_6,20,treinamento,EMEP1403_EXPL4_6.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL4_6,melhor_configuracao_treinamento.csv,,7.235259981673663,,,34.18856028091007,10.985936275192046,17.78286580465659
