RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,linha_resumo,etapa,bnx_mais_importante,simulacao_escolhida,pasta_saida,arquivo_origem,bnx_train,euclidiana,euclidiana_treinamento,euclidiana_teste,param_EMFL,param_FLSD,param_SDPM
4,EMEP1403BN,4,1,BN,49,50,54,54,63,64,82,82,2679,4004,3854,3178,2036,1062,0.1316,0.23,4.64,5.31,5121,5302,2440,-99,3.44,4.92,0.523,-99,69.52,78.2,95,-99,129,-99,11,-99,3.55,-99,1597,2161,56,-99,13.46,-99,3.39,-99,1.06,-99,91,-99,4,-99,-99,bestcfg_0027_treinamento_EMEP1403_EXPL6_9,27,treinamento,EMEP1403_EXPL6_9.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL6_9,melhor_configuracao_treinamento.csv,,7.250829240152389,,,33.965537071112024,11.53394463627724,16.110611323604935
5,EMEP1403BN,5,1,BN,44,51,49,54,58,68,78,90,2846,3993,3898,5140,1870,1964,0.1522,0.19,4.64,4.96,5380,5002,2530,-99,4.20,5.67,0.529,-99,73.02,77.6,98,-99,133,-99,14,-99,3.46,-99,1908,2306,63,-99,14.15,-99,3.38,-99,1.29,-99,87,-99,4,-99,-99,bestcfg_0027_treinamento_EMEP1403_EXPL6_9,27,treinamento,EMEP1403_EXPL6_9.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL6_9,melhor_configuracao_treinamento.csv,,7.250829240152389,,,33.965537071112024,11.53394463627724,16.110611323604935
6,EMEP1403BN,8,1,BN,43,41,48,51,57,57,80,84,2712,2630,3715,-99,1658,1215,0.1636,0.21,4.64,4.94,4893,3092,2180,-99,3.77,6.14,0.554,-99,73.00,72.3,95,-99,127,-99,11,-99,3.51,-99,1606,2069,54,-99,13.73,-99,2.82,-99,1.28,-99,89,-99,4,-99,-99,bestcfg_0027_treinamento_EMEP1403_EXPL6_9,27,treinamento,EMEP1403_EXPL6_9.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL6_9,melhor_configuracao_treinamento.csv,,7.250829240152389,,,33.965537071112024,11.53394463627724,16.110611323604935
1,EMEP1403BN,1,1,BN,46,35,51,42,60,56,83,72,2174,1605,3234,2313,1805,1090,0.1204,0.15,4.64,5.49,4420,3202,2250,-99,3.92,4.18,0.492,0.50,67.23,70.4,77,-99,115,-99,14,-99,3.53,-99,1787,1409,59,-99,13.92,-99,2.86,-99,1.18,-99,92,-99,4,-99,-99,bestcfg_0028_treinamento_EMEP1403_EXPL8_9,28,treinamento,EMEP1403_EXPL8_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL8_9,melhor_configuracao_treinamento.csv,,1.012140889898015,,,34.82834137725621,11.383337515765213,18.07830534581211
2,EMEP1403BN,2,1,BN,47,42,53,48,63,62,87,82,2534,1997,3563,2923,1740,1258,0.1456,0.17,4.64,5.52,4682,3204,2150,-99,3.86,6.26,0.541,0.62,71.12,72.7,89,-99,122,-99,12,-99,3.52,-99,1585,1349,53,-99,13.60,-99,3.15,-99,1.15,-99,96,-99,4,-99,-99,bestcfg_0028_treinamento_EMEP1403_EXPL8_9,28,treinamento,EMEP1403_EXPL8_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL8_9,melhor_configuracao_treinamento.csv,,1.012140889898015,,,34.82834137725621,11.383337515765213,18.07830534581211
3,EMEP1403BN,3,1,BN,50,49,55,55,64,68,86,90,2786,2803,3730,3069,1841,1501,0.1513,0.19,4.64,4.52,4867,4319,2080,-99,3.32,6.34,0.572,0.65,74.69,74.4,98,-99,125,-99,10,-99,3.51,-99,1511,1224,51,-99,13.47,-99,3.32,-99,1.06,-99,95,-99,4,-99,-99,bestcfg_0028_treinamento_EMEP1403_EXPL8_9,28,treinamento,EMEP1403_EXPL8_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL8_9,melhor_configuracao_treinamento.csv,,1.012140889898015,,,34.82834137725621,11.383337515765213,18.07830534581211
4,EMEP1403BN,4,1,BN,50,50,55,54,64,64,85,82,2980,4004,4104,3178,1985,1062,0.1501,0.23,4.64,5.31,5437,5302,2460,-99,3.55,4.92,0.548,-99,72.61,78.2,108,-99,140,-99,12,-99,3.61,-99,1709,2161,60,-99,13.72,-99,3.26,-99,1.09,-99,94,-99,4,-99,-99,bestcfg_0028_treinamento_EMEP1403_EXPL8_9,28,treinamento,EMEP1403_EXPL8_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL8_9,melhor_configuracao_treinamento.csv,,1.012140889898015,,,34.82834137725621,11.383337515765213,18.07830534581211
5,EMEP1403BN,5,1,BN,45,51,50,54,59,68,81,90,3144,3993,4181,5140,1877,1964,0.1675,0.19,4.64,4.96,5731,5002,2590,-99,4.32,5.67,0.549,-99,75.20,77.6,110,-99,143,-99,14,-99,3.50,-99,2013,2306,66,-99,14.43,-99,3.29,-99,1.31,-99,90,-99,4,-99,-99,bestcfg_0028_treinamento_EMEP1403_EXPL8_9,28,treinamento,EMEP1403_EXPL8_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL8_9,melhor_configuracao_treinamento.csv,,1.012140889898015,,,34.82834137725621,11.383337515765213,18.07830534581211
6,EMEP1403BN,6,1,BN,46,55,51,67,60,74,82,91,3171,4340,4296,5358,2025,3157,0.1566,0.19,4.64,4.95,5939,4261,2770,-99,4.36,5.00,0.534,-99,73.80,74.9,112,-99,148,-99,15,-99,3.54,-99,2030,1849,66,-99,14.51,-99,3.30,-99,1.29,-99,91,-99,4,-99,-99,bestcfg_0028_treinamento_EMEP1403_EXPL8_9,28,treinamento,EMEP1403_EXPL8_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL8_9,melhor_configuracao_treinamento.csv,,1.012140889898015,,,34.82834137725621,11.383337515765213,18.07830534581211
1,EMEP1403BN,3,1,BN,50,49,55,55,62,68,89,90,2862,2803,3631,3069,1734,1501,0.1651,0.19,4.64,4.52,4915,4319,2050,-99,3.32,6.34,0.582,0.65,78.83,74.4,104,-99,130,-99,11,-99,3.62,-99,1511,1224,51,-99,13.47,-99,3.09,-99,1.06,-99,98,-99,4,-99,-99,bestcfg_0029_GLUE_EMEP1403_EXPL1_2,29,GLUE,EMEP1403_EXPL1_2.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_2,melhor_configuracao_GLUE.csv,,7.761471775678537,,,34.77,9.066,22.78
2,EMEP1403BN,4,1,BN,50,50,55,54,61,64,88,82,3392,4004,4341,3178,1815,1062,0.1870,0.23,4.64,5.31,5673,5302,2280,-99,3.55,4.92,0.598,-99,78.15,78.2,123,-99,151,-99,11,-99,3.62,-99,1709,2161,60,-99,13.72,-99,3.23,-99,1.09,-99,97,-99,4,-99,-99,bestcfg_0029_GLUE_EMEP1403_EXPL1_2,29,GLUE,EMEP1403_EXPL1_2.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_2,melhor_configuracao_GLUE.csv,,7.761471775678537,,,34.77,9.066,22.78
3,EMEP1403BN,5,1,BN,45,51,50,54,56,68,84,90,3292,3993,4165,5140,1785,1964,0.1844,0.19,4.64,4.96,5907,5002,2620,-99,4.32,5.67,0.557,-99,79.04,77.6,120,-99,151,-99,15,-99,3.63,-99,2013,2306,66,-99,14.43,-99,3.02,-99,1.31,-99,93,-99,4,-99,-99,bestcfg_0029_GLUE_EMEP1403_EXPL1_2,29,GLUE,EMEP1403_EXPL1_2.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_2,melhor_configuracao_GLUE.csv,,7.761471775678537,,,34.77,9.066,22.78
4,EMEP1403BN,6,1,BN,46,55,51,67,57,74,85,91,3551,4340,4504,5358,1850,3157,0.1920,0.19,4.64,4.95,6204,4261,2650,-99,4.36,5.00,0.572,-99,78.85,74.9,128,-99,160,-99,15,-99,3.61,-99,2030,1849,66,-99,14.51,-99,3.15,-99,1.29,-99,94,-99,4,-99,-99,bestcfg_0029_GLUE_EMEP1403_EXPL1_2,29,GLUE,EMEP1403_EXPL1_2.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_2,melhor_configuracao_GLUE.csv,,7.761471775678537,,,34.77,9.066,22.78
5,EMEP1403BN,8,1,BN,44,41,49,51,55,57,87,84,3021,2630,3827,-99,1540,1215,0.1962,0.21,4.64,4.94,5146,3092,2130,-99,3.88,6.14,0.587,-99,78.92,72.3,107,-99,134,-99,12,-99,3.54,-99,1688,2069,56,-99,14.00,-99,2.78,-99,1.31,-99,96,-99,4,-99,-99,bestcfg_0029_GLUE_EMEP1403_EXPL1_2,29,GLUE,EMEP1403_EXPL1_2.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_2,melhor_configuracao_GLUE.csv,,7.761471775678537,,,34.77,9.066,22.78
6,EMEP1403BN,9,1,BN,46,47,51,56,59,65,90,86,3150,2080,3995,3807,1567,1151,0.2010,0.17,4.64,4.63,5442,3027,2290,-99,3.71,4.59,0.579,0.69,78.83,71.8,110,-99,138,-99,13,-99,3.50,-99,1761,2002,60,-99,13.98,-99,3.00,-99,1.14,-99,99,-99,4,-99,-99,bestcfg_0029_GLUE_EMEP1403_EXPL1_2,29,GLUE,EMEP1403_EXPL1_2.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_2,melhor_configuracao_GLUE.csv,,7.761471775678537,,,34.77,9.066,22.78
1,EMEP1403BN,2,1,BN,47,42,53,48,56,62,88,82,2828,1997,3591,2923,1408,1258,0.2009,0.17,4.64,5.52,4728,3204,1900,-99,3.86,6.26,0.598,0.62,78.76,72.7,100,-99,126,-99,11,-99,3.53,-99,1585,1349,53,-99,13.52,-99,3.05,-99,1.13,-99,97,-99,4,-99,-99,bestcfg_0030_GLUE_EMEP1403_EXPL1_3,30,GLUE,EMEP1403_EXPL1_3.BNX,IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_3,melhor_configuracao_GLUE.csv,,7.473174742367118,,,34.76,6.407,24.26
2,EMEP1403BN,4,1,BN,50,50,55,54,58,64,86,82,3176,4004,4026,3178,1659,1062,0.1914,0.23,4.64,5.31,5468,5302,2290,-99,3.55,4.92,0.581,-99,78.87,78.2,118,-99,146,-99,12,-99,3.71,-99,1709,2161,60,-99,13.68,-99,3.01,-99,1.08,-99,95,-99,4,-99,-99,bestcfg_0030_GLUE_EMEP1403_EXPL1_3,30,GLUE,EMEP1403_EXPL1_3.BNX,IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_3,melhor_configuracao_GLUE.csv,,7.473174742367118,,,34.76,6.407,24.26
3,EMEP1403BN,5,1,BN,45,51,50,54,53,68,83,90,3161,3993,4028,5140,1710,1964,0.1848,0.19,4.64,4.96,5752,5002,2590,-99,4.31,5.67,0.550,-99,78.46,77.6,116,-99,148,-99,15,-99,3.66,-99,2013,2306,66,-99,14.37,-99,2.97,-99,1.30,-99,92,-99,4,-99,-99,bestcfg_0030_GLUE_EMEP1403_EXPL1_3,30,GLUE,EMEP1403_EXPL1_3.BNX,IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_3,melhor_configuracao_GLUE.csv,,7.473174742367118,,,34.76,6.407,24.26
4,EMEP1403BN,6,1,BN,46,55,51,67,54,74,84,91,3227,4340,4082,5358,1749,3157,0.1846,0.19,4.64,4.95,5957,4261,2730,-99,4.34,5.00,0.542,-99,79.07,74.9,118,-99,152,-99,18,-99,3.65,-99,2030,1849,66,-99,14.47,-99,3.04,-99,1.28,-99,93,-99,4,-99,-99,bestcfg_0030_GLUE_EMEP1403_EXPL1_3,30,GLUE,EMEP1403_EXPL1_3.BNX,IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_3,melhor_configuracao_GLUE.csv,,7.473174742367118,,,34.76,6.407,24.26
5,EMEP1403BN,8,1,BN,44,41,49,51,51,57,86,84,2911,2630,3697,-99,1487,1215,0.1957,0.21,4.64,4.94,5096,3092,2190,-99,3.89,6.14,0.571,-99,78.73,72.3,103,-99,133,-99,14,-99,3.55,-99,1688,2069,56,-99,13.96,-99,2.78,-99,1.30,-99,95,-99,4,-99,-99,bestcfg_0030_GLUE_EMEP1403_EXPL1_3,30,GLUE,EMEP1403_EXPL1_3.BNX,IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_3,melhor_configuracao_GLUE.csv,,7.473174742367118,,,34.76,6.407,24.26
6,EMEP1403BN,9,1,BN,46,47,51,56,55,65,89,86,3131,2080,3985,3807,1570,1151,0.1994,0.17,4.64,4.63,5424,3027,2290,-99,3.70,4.59,0.577,0.69,78.56,71.8,110,-99,140,-99,14,-99,3.50,-99,1761,2002,60,-99,13.89,-99,2.93,-99,1.14,-99,98,-99,4,-99,-99,bestcfg_0030_GLUE_EMEP1403_EXPL1_3,30,GLUE,EMEP1403_EXPL1_3.BNX,IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_3,melhor_configuracao_GLUE.csv,,7.473174742367118,,,34.76,6.407,24.26
1,EMEP1403BN,2,1,BN,47,42,53,48,64,62,89,82,2533,1997,3565,2923,1766,1258,0.1434,0.17,4.64,5.52,4679,3204,2150,-99,3.86,6.26,0.541,0.62,71.06,72.7,89,-99,122,-99,12,-99,3.51,-99,1585,1349,53,-99,13.60,-99,3.16,-99,1.15,-99,98,-99,4,-99,-99,bestcfg_0031_GLUE_EMEP1403_EXPL1_4,31,GLUE,EMEP1403_EXPL1_4.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL1_4,melhor_configuracao_GLUE.csv,,7.620217703532404,,,34.8,11.69,19.97
2,EMEP1403BN,3,1,BN,50,49,55,55,65,68,89,90,2998,2803,3958,3069,1879,1501,0.1595,0.19,4.64,4.52,5058,4319,2060,-99,3.32,6.34,0.593,0.65,75.75,74.4,106,-99,132,-99,9,-99,3.52,-99,1511,1224,51,-99,13.47,-99,3.32,-99,1.06,-99,98,-99,4,-99,-99,bestcfg_0031_GLUE_EMEP1403_EXPL1_4,31,GLUE,EMEP1403_EXPL1_4.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL1_4,melhor_configuracao_GLUE.csv,,7.620217703532404,,,34.8,11.69,19.97
3,EMEP1403BN,5,1,BN,45,51,50,54,59,68,84,90,3416,3993,4524,5140,1993,1964,0.1714,0.19,4.64,4.96,6056,5002,2640,-99,4.32,5.67,0.564,-99,75.52,77.6,121,-99,154,-99,13,-99,3.55,-99,2013,2306,66,-99,14.43,-99,3.18,-99,1.31,-99,93,-99,4,-99,-99,bestcfg_0031_GLUE_EMEP1403_EXPL1_4,31,GLUE,EMEP1403_EXPL1_4.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL1_4,melhor_configuracao_GLUE.csv,,7.620217703532404,,,34.8,11.69,19.97
4,EMEP1403BN,6,1,BN,46,55,51,67,60,74,85,91,3440,4340,4655,5358,2177,3157,0.1580,0.19,4.64,4.95,6273,4261,2830,-99,4.36,5.00,0.548,-99,73.90,74.9,123,-99,159,-99,14,-99,3.58,-99,2030,1849,66,-99,14.51,-99,3.22,-99,1.29,-99,94,-99,4,-99,-99,bestcfg_0031_GLUE_EMEP1403_EXPL1_4,31,GLUE,EMEP1403_EXPL1_4.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL1_4,melhor_configuracao_GLUE.csv,,7.620217703532404,,,34.8,11.69,19.97
5,EMEP1403BN,8,1,BN,44,41,49,51,58,57,86,84,3046,2630,4062,-99,1682,1215,0.1810,0.21,4.64,4.94,5254,3092,2210,-99,3.88,6.14,0.580,-99,74.99,72.3,106,-99,137,-99,11,-99,3.50,-99,1688,2069,56,-99,14.00,-99,2.85,-99,1.31,-99,95,-99,4,-99,-99,bestcfg_0031_GLUE_EMEP1403_EXPL1_4,31,GLUE,EMEP1403_EXPL1_4.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL1_4,melhor_configuracao_GLUE.csv,,7.620217703532404,,,34.8,11.69,19.97
6,EMEP1403BN,9,1,BN,46,47,51,56,62,65,90,86,3141,2080,4163,3807,1690,1151,0.1859,0.17,4.64,4.63,5460,3027,2320,-99,3.71,4.59,0.575,0.69,75.45,71.8,108,-99,138,-99,12,-99,3.43,-99,1761,2002,60,-99,13.98,-99,3.18,-99,1.14,-99,99,-99,4,-99,-99,bestcfg_0031_GLUE_EMEP1403_EXPL1_4,31,GLUE,EMEP1403_EXPL1_4.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL1_4,melhor_configuracao_GLUE.csv,,7.620217703532404,,,34.8,11.69,19.97
1,EMEP1403BN,2,1,BN,47,42,53,48,65,62,88,82,2299,1997,3520,2923,1984,1258,0.1159,0.17,4.64,5.52,4644,3204,2340,-99,3.81,6.26,0.495,0.62,65.31,72.7,81,-99,120,-99,12,-99,3.53,-99,1585,1349,53,-99,13.43,-99,3.13,-99,1.14,-99,97,-99,4,-99,-99,bestcfg_0032_GLUE_EMEP1403_EXPL1_5,32,GLUE,EMEP1403_EXPL1_5.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL1_5,melhor_configuracao_GLUE.csv,,7.477384351209912,,,34.48,12.98,18.02
2,EMEP1403BN,3,1,BN,50,49,55,55,66,68,88,90,2728,2803,3878,3069,2189,1501,0.1246,0.19,4.64,4.52,4950,4319,2220,-99,3.29,6.34,0.551,0.65,70.35,74.4,98,-99,129,-99,10,-99,3.57,-99,1511,1224,51,-99,13.47,-99,3.22,-99,1.06,-99,97,-99,4,-99,-99,bestcfg_0032_GLUE_EMEP1403_EXPL1_5,32,GLUE,EMEP1403_EXPL1_5.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL1_5,melhor_configuracao_GLUE.csv,,7.477384351209912,,,34.48,12.98,18.02
3,EMEP1403BN,4,1,BN,49,50,54,54,65,64,86,82,2903,4004,4237,3178,2347,1062,0.1237,0.23,4.64,5.31,5459,5302,2560,-99,3.49,4.92,0.532,-99,68.51,78.2,105,-99,141,-99,11,-99,3.62,-99,1597,2161,56,-99,13.72,-99,3.25,-99,1.08,-99,95,-99,4,-99,-99,bestcfg_0032_GLUE_EMEP1403_EXPL1_5,32,GLUE,EMEP1403_EXPL1_5.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL1_5,melhor_configuracao_GLUE.csv,,7.477384351209912,,,34.48,12.98,18.02
4,EMEP1403BN,6,1,BN,46,55,51,67,61,74,83,91,3044,4340,4409,5358,2415,3157,0.1260,0.19,4.64,4.95,6020,4261,2980,-99,4.32,5.00,0.506,-99,69.03,74.9,108,-99,148,-99,15,-99,3.53,-99,2030,1849,66,-99,14.51,-99,3.31,-99,1.29,-99,92,-99,4,-99,-99,bestcfg_0032_GLUE_EMEP1403_EXPL1_5,32,GLUE,EMEP1403_EXPL1_5.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL1_5,melhor_configuracao_GLUE.csv,,7.477384351209912,,,34.48,12.98,18.02
5,EMEP1403BN,8,1,BN,43,41,48,51,59,57,85,84,2832,2630,4027,-99,1986,1215,0.1426,0.21,4.64,4.94,5178,3092,2350,-99,3.84,6.14,0.547,-99,70.31,72.3,99,-99,133,-99,11,-99,3.49,-99,1606,2069,54,-99,14.00,-99,2.86,-99,1.30,-99,94,-99,4,-99,-99,bestcfg_0032_GLUE_EMEP1403_EXPL1_5,32,GLUE,EMEP1403_EXPL1_5.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL1_5,melhor_configuracao_GLUE.csv,,7.477384351209912,,,34.48,12.98,18.02
6,EMEP1403BN,9,1,BN,46,47,51,56,64,65,89,86,2920,2080,4090,3807,1888,1151,0.1547,0.17,4.64,4.63,5393,3027,2470,-99,3.68,4.59,0.541,0.69,71.40,71.8,99,-99,133,-99,12,-99,3.40,-99,1761,2002,60,-99,13.74,-99,3.25,-99,1.12,-99,98,-99,4,-99,-99,bestcfg_0032_GLUE_EMEP1403_EXPL1_5,32,GLUE,EMEP1403_EXPL1_5.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL1_5,melhor_configuracao_GLUE.csv,,7.477384351209912,,,34.48,12.98,18.02
1,EMEP1403BN,2,1,BN,47,42,53,48,65,62,87,82,2306,1997,3524,2923,1972,1258,0.1169,0.17,4.64,5.52,4649,3204,2340,-99,3.86,6.26,0.496,0.62,65.43,72.7,81,-99,120,-99,12,-99,3.52,-99,1585,1349,53,-99,13.60,-99,3.15,-99,1.15,-99,96,-99,4,-99,-99,bestcfg_0033_GLUE_EMEP1403_EXPL1_6,33,GLUE,EMEP1403_EXPL1_6.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL1_6,melhor_configuracao_GLUE.csv,,7.368785638211353,,,34.84,12.73,17.02
2,EMEP1403BN,3,1,BN,50,49,55,55,66,68,87,90,2736,2803,3816,3069,2083,1501,0.1314,0.19,4.64,4.52,4908,4319,2170,-99,3.32,6.34,0.558,0.65,71.71,74.4,97,-99,127,-99,10,-99,3.54,-99,1511,1224,51,-99,13.47,-99,3.27,-99,1.06,-99,96,-99,4,-99,-99,bestcfg_0033_GLUE_EMEP1403_EXPL1_6,33,GLUE,EMEP1403_EXPL1_6.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL1_6,melhor_configuracao_GLUE.csv,,7.368785638211353,,,34.84,12.73,17.02
3,EMEP1403BN,4,1,BN,50,50,55,54,65,64,85,82,2728,4004,4085,3178,2355,1062,0.1158,0.23,4.64,5.31,5406,5302,2680,-99,3.55,4.92,0.505,-99,66.79,78.2,98,-99,137,-99,12,-99,3.61,-99,1709,2161,60,-99,13.72,-99,3.28,-99,1.09,-99,94,-99,4,-99,-99,bestcfg_0033_GLUE_EMEP1403_EXPL1_6,33,GLUE,EMEP1403_EXPL1_6.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL1_6,melhor_configuracao_GLUE.csv,,7.368785638211353,,,34.84,12.73,17.02
4,EMEP1403BN,5,1,BN,45,51,50,54,60,68,81,90,2920,3993,4192,5140,2229,1964,0.1310,0.19,4.64,4.96,5717,5002,2800,-99,4.32,5.67,0.511,-99,69.64,77.6,102,-99,141,-99,14,-99,3.48,-99,2013,2306,66,-99,14.43,-99,3.33,-99,1.31,-99,90,-99,4,-99,-99,bestcfg_0033_GLUE_EMEP1403_EXPL1_6,33,GLUE,EMEP1403_EXPL1_6.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL1_6,melhor_configuracao_GLUE.csv,,7.368785638211353,,,34.84,12.73,17.02
5,EMEP1403BN,8,1,BN,44,41,49,51,59,57,84,84,2777,2630,3924,-99,1909,1215,0.1454,0.21,4.64,4.94,5167,3092,2390,-99,3.88,6.14,0.537,-99,70.77,72.3,96,-99,130,-99,12,-99,3.46,-99,1688,2069,56,-99,14.00,-99,2.91,-99,1.31,-99,93,-99,4,-99,-99,bestcfg_0033_GLUE_EMEP1403_EXPL1_6,33,GLUE,EMEP1403_EXPL1_6.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL1_6,melhor_configuracao_GLUE.csv,,7.368785638211353,,,34.84,12.73,17.02
6,EMEP1403BN,9,1,BN,46,47,51,56,64,65,88,86,2854,2080,4028,3807,1892,1151,0.1509,0.17,4.64,4.63,5324,3027,2470,-99,3.71,4.59,0.536,0.69,70.85,71.8,98,-99,133,-99,13,-99,3.43,-99,1761,2002,60,-99,13.98,-99,3.19,-99,1.14,-99,97,-99,4,-99,-99,bestcfg_0033_GLUE_EMEP1403_EXPL1_6,33,GLUE,EMEP1403_EXPL1_6.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL1_6,melhor_configuracao_GLUE.csv,,7.368785638211353,,,34.84,12.73,17.02
1,EMEP1403BN,2,1,BN,48,42,53,48,66,62,88,82,2236,1997,3470,2923,2000,1258,0.1118,0.17,4.64,5.52,4665,3204,2430,-99,3.89,6.26,0.479,0.62,64.44,72.7,79,-99,119,-99,13,-99,3.53,-99,1688,1349,54,-99,13.60,-99,3.14,-99,1.15,-99,97,-99,4,-99,-99,bestcfg_0034_GLUE_EMEP1403_EXPL1_8,34,GLUE,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_GLUE.csv,,1.0109172747255366,,,34.9,12.8,18.18
2,EMEP1403BN,3,1,BN,50,49,55,55,66,68,88,90,2809,2803,3887,3069,2083,1501,0.1349,0.19,4.64,4.52,4965,4319,2160,-99,3.32,6.34,0.566,0.65,72.26,74.4,100,-99,130,-99,10,-99,3.56,-99,1511,1224,51,-99,13.47,-99,3.24,-99,1.06,-99,97,-99,4,-99,-99,bestcfg_0034_GLUE_EMEP1403_EXPL1_8,34,GLUE,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_GLUE.csv,,1.0109172747255366,,,34.9,12.8,18.18
3,EMEP1403BN,4,1,BN,50,50,55,54,65,64,87,82,2922,4004,4278,3178,2373,1062,0.1231,0.23,4.64,5.31,5603,5302,2680,-99,3.56,4.92,0.522,-99,68.31,78.2,105,-99,142,-99,12,-99,3.61,-99,1709,2161,60,-99,13.72,-99,3.29,-99,1.09,-99,96,-99,4,-99,-99,bestcfg_0034_GLUE_EMEP1403_EXPL1_8,34,GLUE,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_GLUE.csv,,1.0109172747255366,,,34.9,12.8,18.18
4,EMEP1403BN,5,1,BN,45,51,50,54,60,68,83,90,3151,3993,4414,5140,2226,1964,0.1415,0.19,4.64,4.96,5939,5002,2790,-99,4.33,5.67,0.531,-99,71.39,77.6,111,-99,148,-99,14,-99,3.52,-99,2013,2306,66,-99,14.43,-99,3.25,-99,1.31,-99,92,-99,4,-99,-99,bestcfg_0034_GLUE_EMEP1403_EXPL1_8,34,GLUE,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_GLUE.csv,,1.0109172747255366,,,34.9,12.8,18.18
5,EMEP1403BN,6,1,BN,46,55,51,67,62,74,84,91,3171,4340,4534,5358,2416,3157,0.1312,0.19,4.64,4.95,6145,4261,2970,-99,4.37,5.00,0.516,-99,69.94,74.9,112,-99,152,-99,15,-99,3.55,-99,2030,1849,66,-99,14.51,-99,3.29,-99,1.29,-99,93,-99,4,-99,-99,bestcfg_0034_GLUE_EMEP1403_EXPL1_8,34,GLUE,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_GLUE.csv,,1.0109172747255366,,,34.9,12.8,18.18
6,EMEP1403BN,9,1,BN,46,47,51,56,64,65,89,86,2922,2080,4093,3807,1892,1151,0.1544,0.17,4.64,4.63,5400,3027,2480,-99,3.72,4.59,0.541,0.69,71.38,71.8,99,-99,133,-99,13,-99,3.40,-99,1761,2002,60,-99,13.98,-99,3.25,-99,1.14,-99,98,-99,4,-99,-99,bestcfg_0034_GLUE_EMEP1403_EXPL1_8,34,GLUE,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_GLUE.csv,,1.0109172747255366,,,34.9,12.8,18.18
