RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,linha_resumo,etapa,bnx_mais_importante,simulacao_escolhida,pasta_saida,arquivo_origem,bnx_train,euclidiana,euclidiana_treinamento,euclidiana_teste,param_EMFL,param_FLSH,param_FLSD,param_SDPM,param_FLLF,param_LFMAX,param_SLAVR,param_SIZLF,param_WTPSD,param_SFDUR,param_SDPDV,param_PODUR,param_THRSH
2,EMEP1403BN,4,1,BN,49,50,56,54,65,64,87,82,2805,4004,3608,3178,1383,1062,0.2029,0.23,5.00,5.31,5843,5302,3040,-99,4.07,4.92,0.480,-99,77.76,78.2,102,-99,140,-99,21,-99,3.64,-99,1641,2161,57,-99,13.68,-99,3.21,-99,1.09,-99,96,-99,4,-99,-99,bestcfg_0030_pos_treinamento_EMEP1403_PREV2_4_9,30,pos_treinamento,EMEP1403_PREV2_4_9.BNX,IP200_IT300_poi_gauss,EMEP1403_PREV2_4_9,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_9.BNX,,8.178232617119118,0.7181101519495948,34.547533628707896,5.0,13.0,18.79312217504903,10.0,1.0,342.514426678766,133.0,0.22,11.0,5.0,16.0,78.0
3,EMEP1403BN,9,1,BN,46,47,52,56,64,65,90,86,2726,2080,3593,3807,1281,1151,0.2128,0.17,5.00,4.63,5756,3027,3030,-99,4.40,4.59,0.474,0.69,75.87,71.8,96,-99,136,-99,22,-99,3.52,-99,1836,2002,63,-99,13.81,-99,3.10,-99,1.16,-99,99,-99,4,-99,-99,bestcfg_0030_pos_treinamento_EMEP1403_PREV2_4_9,30,pos_treinamento,EMEP1403_PREV2_4_9.BNX,IP200_IT300_poi_gauss,EMEP1403_PREV2_4_9,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_9.BNX,,8.178232617119118,0.7181101519495948,34.547533628707896,5.0,13.0,18.79312217504903,10.0,1.0,342.514426678766,133.0,0.22,11.0,5.0,16.0,78.0
1,EMEP1403BN,2,1,BN,45,42,52,48,64,62,86,82,2282,1997,3214,2923,1398,1258,0.1632,0.17,5.00,5.52,5056,3204,2770,-99,4.42,6.26,0.451,0.62,70.99,72.7,81,-99,122,-99,20,-99,3.56,-99,1463,1349,48,-99,13.22,-99,3.09,-99,1.12,-99,95,-99,4,-99,-99,bestcfg_0031_pos_treinamento_EMEP1403_PREV2_5_6,31,pos_treinamento,EMEP1403_PREV2_5_6.BNX,IP200_IT300_poi_matern5_2,EMEP1403_PREV2_5_6,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_6.BNX,,7.951817137452362,0.96973835043555,33.30389196187924,5.0,13.0,17.077492893216824,19.44798544044603,0.98,298.6304542603386,147.37078574690463,0.22,13.25009441690913,5.0,16.0,78.0
2,EMEP1403BN,5,1,BN,43,51,49,54,59,68,80,90,2739,3993,3698,5140,1521,1964,0.1801,0.19,5.00,4.96,5921,5002,3180,-99,5.04,5.67,0.463,-99,74.06,77.6,93,-99,135,-99,21,-99,3.40,-99,1924,2306,64,-99,13.92,-99,3.49,-99,1.30,-99,89,-99,4,-99,-99,bestcfg_0031_pos_treinamento_EMEP1403_PREV2_5_6,31,pos_treinamento,EMEP1403_PREV2_5_6.BNX,IP200_IT300_poi_matern5_2,EMEP1403_PREV2_5_6,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_6.BNX,,7.951817137452362,0.96973835043555,33.30389196187924,5.0,13.0,17.077492893216824,19.44798544044603,0.98,298.6304542603386,147.37078574690463,0.22,13.25009441690913,5.0,16.0,78.0
3,EMEP1403BN,6,1,BN,44,55,50,67,60,74,81,91,2776,4340,3722,5358,1567,3157,0.1772,0.19,5.00,4.95,6049,4261,3270,-99,4.95,5.00,0.459,-99,74.59,74.9,96,-99,138,-99,23,-99,3.44,-99,1918,1849,62,-99,14.01,-99,3.49,-99,1.27,-99,90,-99,4,-99,-99,bestcfg_0031_pos_treinamento_EMEP1403_PREV2_5_6,31,pos_treinamento,EMEP1403_PREV2_5_6.BNX,IP200_IT300_poi_matern5_2,EMEP1403_PREV2_5_6,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_6.BNX,,7.951817137452362,0.96973835043555,33.30389196187924,5.0,13.0,17.077492893216824,19.44798544044603,0.98,298.6304542603386,147.37078574690463,0.22,13.25009441690913,5.0,16.0,78.0
1,EMEP1403BN,2,1,BN,48,42,55,48,66,62,87,82,2089,1997,2998,2923,1341,1258,0.1558,0.17,5.00,5.52,5218,3204,3130,-99,5.41,6.26,0.400,0.62,69.70,72.7,75,-99,122,-99,25,-99,3.61,-99,1823,1349,59,-99,13.52,-99,3.00,-99,1.23,-99,96,-99,4,-99,-99,bestcfg_0032_pos_treinamento_EMEP1403_PREV2_5_8,32,pos_treinamento,EMEP1403_PREV2_5_8.BNX,IP100_IT100_poi_matern5_2,EMEP1403_PREV2_5_8,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_8.BNX,,0.8258471433808982,12.455245264049536,35.0,5.0,12.94169709571536,15.52993397206304,15.924304233756825,1.0,342.2830380459146,156.43850849434733,0.22,12.542491990705162,5.0,16.0,78.0
2,EMEP1403BN,5,1,BN,45,51,51,54,61,68,80,90,2635,3993,3561,5140,1476,1964,0.1785,0.19,5.00,4.96,6196,5002,3560,-99,6.27,5.67,0.425,-99,73.99,77.6,90,-99,135,-99,25,-99,3.40,-99,2308,2306,76,-99,14.68,-99,3.50,-99,1.52,-99,89,-99,4,-99,-99,bestcfg_0032_pos_treinamento_EMEP1403_PREV2_5_8,32,pos_treinamento,EMEP1403_PREV2_5_8.BNX,IP100_IT100_poi_matern5_2,EMEP1403_PREV2_5_8,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_8.BNX,,0.8258471433808982,12.455245264049536,35.0,5.0,12.94169709571536,15.52993397206304,15.924304233756825,1.0,342.2830380459146,156.43850849434733,0.22,12.542491990705162,5.0,16.0,78.0
3,EMEP1403BN,8,1,BN,44,41,50,51,60,57,82,84,2534,2630,3438,-99,1277,1215,0.1983,0.21,5.00,4.94,5564,3092,3030,-99,5.53,6.14,0.455,-99,73.70,72.3,86,-99,130,-99,23,-99,3.41,-99,1901,2069,63,-99,14.26,-99,2.99,-99,1.44,-99,91,-99,4,-99,-99,bestcfg_0032_pos_treinamento_EMEP1403_PREV2_5_8,32,pos_treinamento,EMEP1403_PREV2_5_8.BNX,IP100_IT100_poi_matern5_2,EMEP1403_PREV2_5_8,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_8.BNX,,0.8258471433808982,12.455245264049536,35.0,5.0,12.94169709571536,15.52993397206304,15.924304233756825,1.0,342.2830380459146,156.43850849434733,0.22,12.542491990705162,5.0,16.0,78.0
1,EMEP1403BN,2,1,BN,46,42,52,48,64,62,87,82,2088,1997,3325,2923,1841,1258,0.1135,0.17,3.00,5.52,4956,3204,2870,-99,4.44,6.26,0.421,0.62,62.80,72.7,75,-99,123,-99,18,-99,3.60,-99,1553,1349,51,-99,13.22,-99,3.00,-99,1.12,-99,96,-99,4,-99,-99,bestcfg_0033_pos_treinamento_EMEP1403_PREV2_5_9,33,pos_treinamento,EMEP1403_PREV2_5_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_PREV2_5_9,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_9.BNX,,8.79472647839016,0.9632941763370104,33.40034225324928,5.0,13.0,17.34803295190526,21.376466566688183,0.98,297.2763803728225,145.45481017952588,0.22,19.701111234783514,3.0,16.0,78.0
2,EMEP1403BN,5,1,BN,43,51,49,54,59,68,80,90,2746,3993,3977,5140,1933,1964,0.1421,0.19,3.00,4.96,5916,5002,3170,-99,5.04,5.67,0.464,-99,69.04,77.6,93,-99,137,-99,19,-99,3.38,-99,1912,2306,64,-99,14.17,-99,3.54,-99,1.35,-99,89,-99,4,-99,-99,bestcfg_0033_pos_treinamento_EMEP1403_PREV2_5_9,33,pos_treinamento,EMEP1403_PREV2_5_9.BNX,IP100_IT300_poi_matern5_2,EMEP1403_PREV2_5_9,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_5_9.BNX,,8.79472647839016,0.9632941763370104,33.40034225324928,5.0,13.0,17.34803295190526,21.376466566688183,0.98,297.2763803728225,145.45481017952588,0.22,19.701111234783514,3.0,16.0,78.0
