*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2016 195    64    63    78.9    57.6     8.3    3.43    1.28     11.6    91.1     3.2     5.2    2.17    1.03     2.2    1.1    0.0   17.15    1.85
 2016 196    65    64    78.6    58.9     7.1    3.42    1.20     11.6    91.6     2.2     4.9    2.07    1.00     2.1    1.1    0.0   18.05    1.87
 2016 197    66    65    78.3    59.9     6.2    3.43    1.13     11.6    92.0     1.6     4.6    1.98    0.98     2.0    1.1    0.0   18.69    1.92
 2016 198    67    66    78.0    60.7     5.5    3.43    1.07     11.6    92.1     1.1     4.4    1.90    0.97     2.0    1.1    0.0   19.14    1.97
 2016 199    68    67    77.8    61.2     5.0    3.43    1.03     11.6    92.2     0.8     4.2    1.83    0.95     1.9    1.1    0.0   19.46    2.02
 2016 200    69    68    77.5    61.5     4.7    3.43    1.00     11.6    92.2     0.6     4.1    1.79    0.95     1.9    1.1    0.0   19.69    2.06

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2016 154     1     0     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 155     2     1     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 156     3     2     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 157     4     3     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 158     5     4     0.6     0.0     0.6    0.00    3.41      0.2     0.0     0.5     0.1    3.84    2.40     0.0    1.6    0.0    0.00    0.01
 2016 159     6     5     0.7     0.0     0.7    0.00    3.44      0.2     0.1     0.6     0.1    3.85    2.41     0.0    1.6    0.0    0.00    0.03
 2016 160     7     6     0.8     0.0     0.8    0.00    3.47      0.2     0.2     0.7     0.1    3.85    2.41     0.0    1.6    0.0    0.00    0.04
 2016 161     8     7     0.9     0.0     0.9    0.00    3.49      0.2     0.3     0.8     0.2    3.85    2.42     0.0    1.6    0.0    0.00    0.05
 2016 162     9     8     1.1     0.0     1.1    0.00    3.50      0.2     0.5     0.9     0.2    3.85    2.42     0.0    1.6    0.0    0.00    0.07
 2016 163    10     9     1.2     0.0     1.2    0.00    3.49      0.2     0.6     1.0     0.2    3.85    2.42     0.0    1.6    0.0    0.00    0.08
 2016 164    11    10     1.3     0.0     1.3    0.00    3.48      0.2     0.8     1.1     0.2    3.85    2.42     0.0    1.6    0.0    0.00    0.09
 2016 165    12    11     1.5     0.0     1.5    0.00    3.49      0.2     1.0     1.3     0.3    3.85    2.42     0.0    1.6    0.0    0.00    0.10
 2016 166    13    12     1.8     0.0     1.8    0.00    3.50      0.2     1.3     1.5     0.3    3.86    2.42     0.0    1.6    0.0    0.00    0.11
 2016 167    14    13     2.1     0.0     2.1    0.00    3.51      0.2     1.6     1.7     0.3    3.86    2.42     0.0    1.6    0.0    0.00    0.12
 2016 168    15    14     2.4     0.0     2.4    0.00    3.52      0.2     2.0     2.0     0.4    3.86    2.42     0.0    1.6    0.0    0.00    0.13
 2016 169    16    15     2.8     0.0     2.8    0.00    3.49      0.3     2.3     2.4     0.5    3.83    2.40     0.0    1.6    0.0    0.01    0.14
 2016 170    17    16     3.3     0.0     3.3    0.00    3.51      0.3     2.8     2.8     0.5    3.84    2.41     0.0    1.6    0.0    0.01    0.15
 2016 171    18    17     3.7     0.0     3.7    0.00    3.40      0.5     3.1     3.1     0.6    3.72    2.33     0.0    1.6    0.2    0.01    0.16
 2016 172    19    18     4.4     0.0     4.4    0.00    3.39      0.6     3.6     3.7     0.7    3.71    2.32     0.0    1.6    0.1    0.02    0.17
 2016 173    20    19     5.1     0.0     5.1    0.00    3.41      0.6     4.4     4.3     0.8    3.74    2.34     0.0    1.6    0.0    0.03    0.18
 2016 174    21    20     5.8     0.0     5.8    0.00    3.35      0.9     4.9     4.9     0.9    3.67    2.30     0.0    1.5    0.2    0.04    0.19
 2016 175    22    21     6.8     0.0     6.8    0.00    3.34      1.1     5.7     5.7     1.1    3.66    2.29     0.0    1.5    0.2    0.06    0.20
 2016 176    23    22     7.4     0.0     7.4    0.00    3.12      1.4     6.1     6.2     1.2    3.43    2.14     0.0    1.5    0.3    0.08    0.21
 2016 177    24    23     8.4     0.0     8.4    0.00    3.08      1.8     6.9     6.9     1.5    3.41    2.14     0.0    1.5    0.3    0.10    0.22
 2016 178    25    24     9.2     0.0     9.2    0.00    2.93      2.2     7.4     7.5     1.7    3.27    2.02     0.0    1.4    0.4    0.11    0.23
 2016 179    26    25    10.5     0.0    10.5    0.00    2.94      2.7     8.4     8.4     2.1    3.29    2.05     0.0    1.4    0.4    0.13    0.24
 2016 180    27    26    12.0     0.0    12.0    0.00    2.96      2.9     9.8     9.5     2.5    3.33    2.09     0.0    1.4    0.1    0.16    0.26
 2016 181    28    27    13.7     0.0    13.7    0.00    3.00      2.9    11.7    10.8     3.0    3.38    2.14     0.0    1.5    0.0    0.17    0.28
 2016 182    29    28    14.9     0.0    14.9    0.00    2.91      3.5    12.4    11.6     3.3    3.30    2.06     0.0    1.4    0.5    0.23    0.30
 2016 183    30    29    16.8     0.0    16.8    0.00    2.96      4.1    14.1    12.9     3.9    3.37    2.10     0.0    1.4    0.5    0.35    0.32
 2016 184    31    30    19.3     0.0    19.3    0.00    3.09      4.1    16.9    14.7     4.6    3.53    2.22     0.0    1.5    0.0    0.47    0.35
 2016 185    32    31    20.1     0.0    20.1    0.00    2.97      4.8    17.5    15.2     5.0    3.42    2.11     0.0    1.4    0.7    0.74    0.37
 2016 186    33    32    22.3     0.0    22.3    0.00    3.00      5.3    19.5    16.6     5.7    3.48    2.14     0.0    1.4    0.4    0.92    0.40
 2016 187    34    33    25.5     0.0    25.5    0.00    3.16      5.3    23.1    18.7     6.8    3.68    2.28     0.0    1.5    0.0    1.12    0.44
 2016 188    35    34    28.5     0.0    28.5    0.00    3.34      5.3    27.4    20.6     7.9    3.91    2.42     0.0    1.5    0.0    1.45    0.49
 2016 189    36    35    29.7     0.0    29.7    0.00    3.23      6.3    28.3    21.3     8.5    3.85    2.30     0.0    1.5    0.8    1.82    0.52
 2016 190    37    36    32.2     0.0    32.0    0.00    3.20      6.4    31.0    22.6     9.4    3.85    2.28     3.5    1.5    0.2    1.98    0.56
 2016 191    38    37    35.4     0.0    34.7    0.00    3.24      6.4    35.2    24.3    10.4    3.91    2.31     3.5    1.5    0.0    2.05    0.64
 2016 192    39    38    37.0     0.0    35.4    0.00    3.11      7.5    36.1    24.6    10.8    3.81    2.19     3.5    1.5    0.9    2.30    0.68
 2016 193    40    39    39.6     0.0    36.7    0.00    3.06      7.5    39.0    25.3    11.4    3.77    2.16     3.5    1.5    0.0    2.41    0.77
 2016 194    41    40    44.2     0.0    39.6    0.00    3.15      7.5    43.8    27.0    12.6    3.88    2.26     3.5    1.5    0.0    2.42    0.86
 2016 195    42    41    47.7     0.0    41.2    0.00    3.22      7.5    48.2    27.8    13.4    3.97    2.31     3.5    1.6    0.0    2.69    0.95
 2016 196    43    42    49.5     0.2    40.7    3.67    3.11      8.6    49.5    27.4    13.3    3.90    2.20     3.5    1.6    0.9    3.08    0.99
 2016 197    44    43    52.7     0.8    40.7    3.69    3.09      8.6    52.9    27.3    13.5    3.88    2.19     3.4    1.5    0.0    3.32    1.09
 2016 198    45    44    56.7     1.8    41.1    3.69    3.13      8.6    57.2    27.5    13.7    3.92    2.23     3.5    1.6    0.0    3.56    1.17
 2016 199    46    45    59.5     3.3    40.1    3.66    3.10      8.6    60.3    26.7    13.4    3.89    2.20     3.4    1.6    0.0    3.84    1.26
 2016 200    47    46    62.0     5.0    39.2    3.63    3.07      8.6    63.3    26.1    13.1    3.86    2.18     3.4    1.5    0.0    4.11    1.33
 2016 201    48    47    63.9     7.2    38.1    3.63    2.95      9.6    64.6    25.3    12.7    3.77    2.07     3.4    1.5    0.9    4.40    1.37
 2016 202    49    48    66.5     9.7    36.9    3.62    2.92      9.9    67.5    24.5    12.4    3.73    2.04     3.3    1.5    0.3    4.71    1.41
 2016 203    50    49    68.8    12.8    35.7    3.63    2.87      9.9    70.5    23.7    12.0    3.68    2.00     3.3    1.5    0.0    5.34    1.49
 2016 204    51    50    70.5    16.1    34.5    3.63    2.73     11.0    71.4    22.8    11.6    3.57    1.87     3.2    1.5    1.0    5.46    1.53
 2016 205    52    51    72.7    19.5    33.1    3.64    2.69     11.6    73.4    21.9    11.3    3.52    1.84     3.1    1.4    0.6    5.85    1.57
 2016 206    53    52    75.1    23.2    31.7    3.65    2.63     11.6    76.4    20.9    10.8    3.45    1.80     3.1    1.4    0.0    6.23    1.65
 2016 207    54    53    77.1    26.7    30.3    3.65    2.57     11.6    79.2    19.9    10.4    3.39    1.76     3.0    1.4    0.0    6.82    1.73
 2016 208    55    54    78.5    30.5    28.9    3.65    2.44     12.7    79.9    19.0    10.0    3.27    1.64     2.9    1.4    1.0    7.26    1.76
 2016 209    56    55    80.7    34.4    27.6    3.65    2.38     13.7    81.6    18.0     9.6    3.20    1.60     2.9    1.3    1.1    7.67    1.80
 2016 210    57    56    83.1    38.3    26.3    3.66    2.32     13.9    84.2    17.1     9.2    3.13    1.57     2.8    1.3    0.2    7.94    1.83
 2016 211    58    57    84.6    41.8    25.0    3.63    2.20     15.0    84.7    16.2     8.8    3.02    1.47     2.7    1.3    1.1    8.07    1.86
 2016 212    59    58    86.8    45.9    23.7    3.63    2.12     16.1    85.9    15.3     8.4    2.93    1.42     2.6    1.3    1.1    8.20    1.89
 2016 213    60    59    89.0    49.8    22.5    3.63    2.07     16.7    87.8    14.5     8.0    2.86    1.38     2.6    1.3    0.6    8.42    1.91
 2016 214    61    60    91.1    53.7    21.3    3.63    1.99     16.7    90.0    13.7     7.7    2.76    1.33     2.5    1.2    0.0    8.52    1.94
 2016 215    62    61    87.7    55.9    16.4    3.57    1.74     16.7    90.5     9.6     6.9    2.56    1.21     2.4    1.2    0.0   12.44    1.96
 2016 216    63    62    86.0    58.2    12.9    3.53    1.58     16.7    91.4     6.7     6.2    2.41    1.16     2.3    1.2    0.0   15.16    1.99
 2016 217    64    63    85.4    60.8    10.4    3.53    1.46     16.7    92.8     4.7     5.7    2.29    1.13     2.3    1.2    0.0   17.07    2.01
 2016 218    65    64    84.4    62.1     8.6    3.50    1.33     16.7    93.0     3.3     5.3    2.16    1.08     2.2    1.2    0.0   18.41    2.04
 2016 219    66    65    84.1    63.6     7.3    3.50    1.24     16.7    93.7     2.3     5.0    2.06    1.05     2.1    1.1    0.0   19.35    2.08
 2016 220    67    66    83.8    64.7     6.4    3.51    1.18     16.7    94.0     1.6     4.7    1.97    1.03     2.1    1.1    0.0   20.01    2.14
 2016 221    68    67    83.5    65.5     5.7    3.51    1.12     16.7    94.2     1.1     4.5    1.89    1.01     2.0    1.1    0.0   20.48    2.21
 2016 222    69    68    83.2    66.0     5.2    3.51    1.07     16.7    94.2     0.8     4.3    1.82    0.99     2.0    1.1    0.0   20.81    2.27
 2016 223    70    69    83.0    66.4     4.8    3.51    1.04     16.7    94.2     0.6     4.2    1.78    0.98     1.9    1.1    0.0   21.05    2.32
