*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 197    37    36    7.2      0  1.414    433    219      0    145    652    652      0     0.0  0.000      0      0  0.000  0.239  0.000  0.000  0.000  0.000  0.000    4.04   0.00   0.00      0      0  326.4   0.35   0.32    9.9   0.50    0.47    0.39    0.28    0.13    0.04    0.00    0.00    0.00    0.00       93      28
 2015 198    38    37    7.4      0  1.518    466    247      0    151    712    712      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09   0.00   0.00      0      0  326.0   0.36   0.33   10.3   0.50    0.49    0.40    0.29    0.13    0.04    0.00    0.00    0.00    0.00      105      30
 2015 199    39    38    7.6      0  1.603    491    274      0    156    765    765      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19   0.00   0.00      0      0  326.4   0.38   0.35   10.6   0.50    0.51    0.42    0.30    0.14    0.04    0.00    0.00    0.00    0.00      127      33
 2015 200    40    39    7.8      0  1.659    511    299      0    176    811    811      0     0.0  0.000      0      0  0.000  0.158  0.000  0.000  0.000  0.000  0.000    4.27   0.00   0.00      0      0  324.3   0.39   0.36   11.1   0.50    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      149      35
 2015 201    41    40    7.9      0  1.647    516    310      0    212    826    826      0     0.0  0.000      0      0  0.212  0.475  0.000  0.000  0.000  0.000  0.000    4.35   0.00   0.00      0      0  319.0   0.40   0.36   11.2   0.50    0.69    0.56    0.41    0.19    0.06    0.00    0.00    0.00    0.00      168      39
 2015 202    42    41    8.2      0  1.794    554    347      0    218    901    901      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37   0.00   0.00      0      0  323.9   0.41   0.37   11.6   0.50    0.71    0.57    0.42    0.20    0.06    0.00    0.00    0.00    0.00      180      42
 2015 203    43    42    8.4      0  1.942    594    391      0    225    985    985      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.40   0.00   0.00      0      0  327.0   0.44   0.38   12.2   0.50    0.73    0.59    0.43    0.21    0.07    0.00    0.00    0.00    0.00      196      47
 2015 204    44    43    8.7      0  2.015    615    427      0    256   1043   1043      0     0.0  0.000      0      0  0.000  0.204  0.000  0.000  0.000  0.000  0.000    4.39   0.00   0.00      0      0  327.3   0.46   0.40   14.1   0.50    0.83    0.67    0.50    0.24    0.08    0.00    0.00    0.00    0.00      222      51
 2015 205    45    44    8.9      1  2.118    645    473      0    262   1117   1117      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.36   0.00   0.00      0      0  328.6   0.48   0.41   14.7   0.50    0.85    0.69    0.51    0.24    0.08    0.00    0.00    0.00    0.00      250      56
 2015 206    46    45    9.2      1  2.314    698    529      0    269   1227   1227      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.33   0.00   0.00      0      0  331.7   0.51   0.43   15.3   0.50    0.88    0.71    0.52    0.25    0.08    0.00    0.00    0.00    0.00      250      61
 2015 207    47    46    9.5      1  2.474    743    587      0    277   1329   1329      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.34   0.00   0.00      0      0  333.1   0.53   0.44   15.9   0.50    0.90    0.73    0.54    0.26    0.08    0.00    0.00    0.00    0.00      263      66
 2015 208    48    47    9.7      3  2.494    764    632      0    317   1396   1396      0     0.0  0.000      0      0  0.000  0.239  0.000  0.000  0.000  0.000  0.000    4.34   0.00   0.00      0      0  326.4   0.55   0.45   15.3   0.50    1.03    0.83    0.61    0.30    0.10    0.00    0.00    0.00    0.00      292      72
 2015 209    49    48    9.9      3  2.636    804    680      0    321   1485   1487      0     0.0  0.000      3      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      3  327.7   0.58   0.45   14.7   0.50    1.04    0.84    0.62    0.30    0.10    0.00    0.00    0.00    0.00      295      79
 2015 210    50    49   10.2      3  2.734    844    739      0    327   1583   1597      0     0.0  0.000     14     31  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.34   0.00   0.01      0     14  323.9   0.60   0.45   14.1   0.50    1.06    0.86    0.63    0.31    0.10    0.00    0.00    0.00    0.00      311      85
 2015 211    51    50   10.4      3  2.809    877    794      0    332   1671   1708      0     0.0  0.000     37     64  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37   0.00   0.02      0     37  320.4   0.63   0.45   13.5   0.50    1.08    0.87    0.65    0.31    0.10    0.00    0.00    0.00    0.00      332      92
 2015 212    52    51   10.6      3  2.775    884    830      0    372   1714   1787      0     0.0  0.000     73    100  0.000  0.320  0.000  0.000  0.000  0.000  0.000    4.33   0.00   0.04      0     73  314.0   0.65   0.45   15.2   0.50    1.21    0.97    0.72    0.35    0.12    0.00    0.00    0.00    0.00      361      98
 2015 213    53    52   10.9      3  2.847    915    872      0    374   1787   1911      0     0.0  0.000    125    141  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.07      0    125  311.2   0.67   0.45   14.6   0.50    1.21    0.98    0.73    0.35    0.12    0.00    0.00    0.00    0.00      363     105
 2015 214    54    53   11.1      5  2.882    935    906      0    374   1841   2027     31     0.0  0.000    186    175  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.33   0.00   0.09      0    186  308.1   0.69   0.45   14.0   0.50    1.21    0.98    0.73    0.35    0.12    0.00    0.00    0.00    0.00      373     112
 2015 215    55    54   11.4      5  2.897    946    931      3    372   1877   2137    131     2.1  0.001    260    206  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37   1.08   0.12      0    260  306.2   0.72   0.45   13.5   0.50    1.21    0.97    0.72    0.35    0.12    0.00    0.00    0.00    0.00      392     120
 2015 216    56    55   11.6      5  2.823    939    973     15    365   1912   2265    269     5.5  0.007    354    240  0.000  0.132  0.000  0.000  0.000  0.000  0.000    4.28   4.18   0.16      0    354  300.7   0.74   0.45   15.8   0.50    1.19    0.96    0.71    0.35    0.11    0.00    0.00    0.00    0.00      423     127
 2015 217    57    56   11.9      5  2.776    928    982     40    357   1910   2386    422     9.4  0.017    477    283  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22   8.30   0.20      0    477  299.2   0.77   0.45   15.8   0.50    1.16    0.94    0.70    0.34    0.11    0.00    0.00    0.00    0.00      443     134
 2015 218    58    57   12.1      5  2.727    909    971     78    350   1880   2496    598    13.1  0.031    616    323  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  12.73   0.25      0    616  299.9   0.80   0.45   15.8   0.50    1.14    0.92    0.68    0.33    0.11    0.00    0.00    0.00    0.00      463     141
 2015 219    59    58   12.4      5  2.677    892    964    133    342   1856   2614    745    17.9  0.051    757    360  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.14  17.59   0.29      0    757  300.0   0.83   0.45   18.2   0.50    1.12    0.90    0.67    0.33    0.11    0.00    0.00    0.00    0.00      483     148
 2015 220    60    59   12.4      5  2.629    892   1009    199    336   1901   2752    887    22.4  0.072    851    398  0.000  0.264  0.080  0.000  0.000  0.000  0.000    4.03  23.35   0.31      0    851  294.8   0.85   0.45   20.5   0.50    1.10    0.88    0.66    0.32    0.11    0.00    0.00    0.00    0.00      501     155
 2015 221    61    60   12.4      5  2.579    875   1004    275    329   1879   2860   1039    26.4  0.096    981    437  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.97  27.99   0.34      0    981  294.7   0.87   0.45   23.4   0.50    1.08    0.87    0.65    0.31    0.10    0.00    0.00    0.00    0.00      521     160
 2015 222    62    61   12.4      5  2.523    856    997    368    322   1853   2977   1235    29.8  0.124   1124    466  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92  32.74   0.38      0   1124  294.7   0.90   0.45   26.6   0.50    1.06    0.85    0.63    0.31    0.10    0.00    0.00    0.00    0.00      545     167
 2015 223    63    62   12.4      5  2.467    844   1015    482    316   1859   3081   1285    37.5  0.157   1221    474  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82  39.48   0.40      0   1221  292.2   0.93   0.45   30.0   0.50    1.04    0.83    0.62    0.30    0.10    0.00    0.00    0.00    0.00      576     173
 2015 224    64    63   12.4      5  2.408    827   1018    601    310   1845   3205   1285    46.7  0.187   1359    441  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.74  44.20   0.42      0   1359  291.2   0.93   0.45   33.7   0.50    1.02    0.82    0.61    0.30    0.10    0.00    0.00    0.00    0.00      593     179
 2015 225    65    64   12.4      5  2.348    803   1002    720    303   1805   3302   1320    54.5  0.218   1497    449  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.68  48.10   0.45      0   1497  292.4   0.93   0.45   36.1   0.50    1.00    0.80    0.60    0.29    0.10    0.00    0.00    0.00    0.00      622     185
 2015 226    66    65   12.4      5  2.289    780    986    842    297   1766   3394   1361    61.8  0.248   1628    454  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.62  51.71   0.48      0   1628  293.7   0.93   0.45   38.4   0.50    0.98    0.79    0.59    0.29    0.09    0.00    0.00    0.00    0.00      653     190
 2015 227    67    66   12.4      5  2.225    763    997    968    290   1760   3509   1384    70.0  0.276   1749    462  0.000  0.265  0.000  0.000  0.000  0.000  0.000    3.51  55.35   0.50      0   1749  291.8   0.93   0.45   41.7   0.50    0.96    0.77    0.57    0.28    0.09    0.00    0.00    0.00    0.00      679     197
 2015 228    68    67   12.4      5  2.167    739    981   1092    285   1720   3598   1418    77.0  0.304   1878    451  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.45  58.16   0.52      0   1878  293.1   0.93   0.45   44.0   0.50    0.94    0.76    0.56    0.28    0.09    0.00    0.00    0.00    0.00      707     202
 2015 229    69    68   12.4      5  2.109    716    964   1224    279   1680   3699   1428    85.7  0.331   2019    479  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.38  60.62   0.55      0   2019  294.6   0.93   0.45   44.1   0.50    0.92    0.74    0.55    0.27    0.09    0.00    0.00    0.00    0.00      726     208
 2015 230    70    69   12.4      5  2.054    699    963   1354    273   1662   3803   1447    93.6  0.356   2141    478  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.28  63.23   0.56      0   2141  294.0   0.93   0.45   47.9   0.50    0.91    0.73    0.54    0.26    0.09    0.00    0.00    0.00    0.00      749     213
 2015 231    71    70   12.4      5  1.992    674    946   1487    266   1620   3894   1472   101.0  0.382   2274    456  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.20  65.42   0.58      0   2274  295.5   0.93   0.45   48.7   0.50    0.89    0.71    0.53    0.26    0.09    0.00    0.00    0.00    0.00      776     219
 2015 232    72    71   12.4      5  1.941    653    931   1621    261   1584   3990   1483   109.4  0.406   2406    456  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.13  67.39   0.60      0   2406  297.1   0.93   0.45   48.7   0.50    0.87    0.70    0.52    0.25    0.08    0.00    0.00    0.00    0.00      794     224
 2015 233    73    72   12.4      5  1.887    633    917   1754    255   1550   4087   1493   117.5  0.429   2537    459  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.04  69.16   0.62      0   2537  298.3   0.93   0.45   48.7   0.50    0.85    0.69    0.51    0.25    0.08    0.00    0.00    0.00    0.00      813     230
 2015 234    74    73   12.4      5  1.837    617    917   1878    250   1534   4190   1493   125.8  0.448   2656    447  0.034  0.356  0.000  0.000  0.000  0.000  0.000    2.94  70.72   0.63      0   2656  297.7   0.93   0.45   48.6   0.50    0.84    0.67    0.50    0.24    0.08    0.00    0.00    0.00    0.00      827     235
 2015 235    75    74   12.4      5  1.790    600    908   2003    245   1508   4286   1503   133.3  0.467   2777    414  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.85  72.12   0.65      0   2777  298.4   0.93   0.45   48.6   0.50    0.82    0.66    0.49    0.24    0.08    0.00    0.00    0.00    0.00      843     240
 2015 236    76    75   12.4      5  1.745    584    901   2128    239   1484   4382   1503   141.6  0.486   2898    417  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.76  73.43   0.66      0   2898  299.0   0.93   0.45   48.6   0.50    0.80    0.64    0.48    0.23    0.08    0.00    0.00    0.00    0.00      856     245
 2015 237    77    76   12.4      5  1.704    569    894   2246    234   1462   4474   1503   149.5  0.502   3012    384  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.67  74.59   0.67      0   3012  299.6   0.93   0.45   49.1   0.50    0.79    0.63    0.47    0.23    0.08    0.00    0.00    0.00    0.00      867     250
 2015 238    78    77   12.4      5  1.655    550    883   2361    229   1433   4554   1503   157.1  0.518   3121    362  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.59  75.63   0.69      0   3121  300.8   0.93   0.45   49.1   0.50    0.77    0.62    0.46    0.22    0.07    0.00    0.00    0.00    0.00      882     255
 2015 239    79    78   12.4      5  1.620    535    869   2481    224   1404   4640   1503   165.1  0.535   3237    340  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.51  76.65   0.70      0   3237  302.9   0.93   0.45   49.4   0.50    0.75    0.61    0.45    0.22    0.07    0.00    0.00    0.00    0.00      891     260
 2015 240    80    79   12.4      5  1.589    521    856   2560    220   1378   4689   1503   170.3  0.546   3312    340  0.000  0.000  0.000  0.000  0.000  0.000  0.019    2.45  77.31   0.71      0   3312  304.9   0.93   0.45   49.4   0.50    0.74    0.59    0.44    0.22    0.07    0.00    0.00    0.00    0.00      900     264
 2015 241    81    80   12.4      5  1.555    512    858   2652    217   1370   4770   1515   175.0  0.556   3400    328  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.39  77.99   0.71      0   3400  303.5   0.93   0.45   49.7   0.50    0.73    0.58    0.44    0.21    0.07    0.00    0.00    0.00    0.00      913     269
 2015 242    82    81   12.4      5  1.528    520    896   2695    218   1416   4856   1518   177.5  0.555   3439    327  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.40  78.34   0.71      0   3439  293.8   0.93   0.45   49.7   0.50    0.73    0.59    0.44    0.21    0.07    0.00    0.00    0.00    0.00      923     274
 2015 243    83    82   12.4      5  1.494    531    946   2718    222   1477   4937   1518   179.0  0.551   3461    327  0.000  0.012  0.000  0.000  0.000  0.000  0.000    2.36  78.55   0.70      0   3461  281.4   0.93   0.45   49.7   0.50    0.75    0.60    0.45    0.22    0.07    0.00    0.00    0.00    0.00      932     278
 2015 244    84    83   12.4      7  1.463    544   1006   2723    254   1550   5013   1518   179.4  0.543   3463    327  0.000  0.000  0.304  0.000  0.000  0.000  0.000    2.27  78.65   0.69      0   3463  269.0   0.93   0.45   49.7   0.50    0.85    0.68    0.51    0.25    0.08    0.00    0.00    0.00    0.00      941     283
 2015 245    85    84   12.4      7  1.086    428   1028   2725    279   1455   4916   1518   179.4  0.554   3461    327  0.000  0.000  0.226  0.000  0.000  0.000  0.000    2.18  78.73   0.70      0   3461  253.9   0.93   0.45   49.7   0.50    0.93    0.74    0.56    0.27    0.09    0.00    0.00    0.00    0.00     1118     289
 2015 246    86    85   12.4      7  0.807    340   1050   2726    285   1390   4849   1518   179.5  0.562   3459    327  0.000  0.000  0.055  0.000  0.000  0.000  0.000    2.16  78.79   0.71      0   3459  237.0   0.93   0.45   49.7   0.50    0.95    0.76    0.57    0.28    0.09    0.00    0.00    0.00    0.00     1257     295
 2015 247    87    86   12.4      7  0.600    269   1062   2727    294   1332   4790   1518   179.6  0.569   3459    327  0.000  0.081  0.147  0.000  0.000  0.000  0.000    2.11  78.85   0.72      0   3459  222.7   0.93   0.45   49.7   0.50    0.98    0.78    0.59    0.29    0.10    0.00    0.00    0.00    0.00     1368     300
 2015 248    88    87   12.4      7  0.446    214   1068   2728    293   1282   4739   1518   179.7  0.576   3458    327  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.12  78.91   0.73      0   3458  208.8   0.93   0.45   49.7   0.50    0.98    0.78    0.58    0.29    0.10    0.00    0.00    0.00    0.00     1455     307
 2015 249    89    88   12.4      7  0.333    167   1064   2730    289   1232   4689   1518   179.8  0.582   3458    327  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.15  78.95   0.74      0   3458  198.6   0.93   0.45   47.7   0.50    0.97    0.77    0.58    0.28    0.09    0.00    0.00    0.00    0.00     1524     315
 2015 250    90    89   12.4      7  0.247    132   1062   2731    286   1195   4652   1518   179.9  0.587   3457    327  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.16  79.00   0.74      0   3457  186.7   0.93   0.45   46.8   0.50    0.95    0.76    0.57    0.28    0.09    0.00    0.00    0.00    0.00     1579     322
 2015 251    91    90   12.4      7  0.184    105   1057   2731    282   1162   4618   1518   179.9  0.591   3456    327  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.17  79.03   0.75      0   3456  176.1   0.93   0.45   44.9   0.50    0.94    0.75    0.56    0.28    0.09    0.00    0.00    0.00    0.00     1622     330
 2015 252    92    91   12.4      7  0.138     80   1044   2732    276   1125   4580   1518   179.9  0.596   3455    327  0.000  0.000  0.000  0.000  0.000  0.000  0.048    2.19  79.05   0.75      0   3455  171.6   0.93   0.45   43.1   0.50    0.93    0.73    0.56    0.27    0.09    0.00    0.00    0.00    0.00     1656     338
 2015 253    93    92   12.4      8  0.103     63   1034   2732    271   1097   4552   1518   179.9  0.600   3455    327  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.23  79.07   0.76      0   3455  164.6   0.93   0.45   41.4   0.50    0.91    0.72    0.55    0.27    0.09    0.00    0.00    0.00    0.00     1682     346

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2016 132     1     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2016 133     2     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2016 134     3     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2016 135     4     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2016 136     5     4    0.2      0  0.028     13      6      0     18     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  216.8   0.04   0.03    4.5   0.27    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2016 137     6     5    0.5      0  0.038     15      6      0     18     21     21      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  251.1   0.05   0.03    4.4   0.29    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2016 138     7     6    0.8      0  0.048     17      6      0     19     24     24      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  273.5   0.06   0.04    4.2   0.31    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2016 139     8     7    1.1      0  0.061     20      7      0     19     27     27      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  299.8   0.07   0.04    4.1   0.33    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2016 140     9     8    1.4      0  0.074     23      8      0     20     31     31      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  315.4   0.08   0.05    4.1   0.35    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2016 141    10     9    1.7      0  0.089     27      9      0     21     36     36      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  333.7   0.09   0.06    4.2   0.38    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2016 142    11    10    2.0      0  0.109     31     10      0     21     41     41      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  352.8   0.10   0.07    4.1   0.40    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2016 143    12    11    2.2      0  0.135     37     12      0     22     49     49      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  366.2   0.11   0.07    4.0   0.42    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2016 144    13    12    2.5      0  0.163     43     13      0     23     56     56      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  383.0   0.12   0.08    3.9   0.44    0.08    0.08    0.04    0.01    0.00    0.00    0.00    0.00    0.00        0       5
 2016 145    14    13    2.8      0  0.193     50     16      0     23     66     66      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  383.7   0.12   0.09    4.0   0.45    0.08    0.08    0.04    0.01    0.00    0.00    0.00    0.00    0.00        1       5
 2016 146    15    14    3.0      0  0.230     60     18      0     24     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  386.6   0.13   0.09    4.0   0.47    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       6
 2016 147    16    15    3.3      0  0.279     70     21      0     25     91     91      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  397.4   0.14   0.11    4.0   0.49    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       6
 2016 148    17    16    3.6      0  0.317     82     25      0     28    106    106      0     0.0  0.000      0      0  0.000  0.099  0.000  0.000  0.000  0.000  0.000    3.77   0.00   0.00      0      0  388.6   0.15   0.12    4.6   0.51    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        2       7
 2016 149    18    17    3.8      0  0.370     95     29      0     31    124    124      0     0.0  0.000      0      0  0.000  0.071  0.000  0.000  0.000  0.000  0.000    3.77   0.00   0.00      0      0  388.3   0.16   0.13    4.7   0.51    0.11    0.10    0.06    0.01    0.00    0.00    0.00    0.00    0.00        3       7
 2016 150    19    18    4.1      0  0.441    112     34      0     32    146    146      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  393.9   0.17   0.15    4.7   0.51    0.11    0.10    0.06    0.02    0.00    0.00    0.00    0.00    0.00        4       8
 2016 151    20    19    4.3      0  0.512    132     41      0     36    173    173      0     0.0  0.000      0      0  0.000  0.064  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  387.7   0.18   0.17    5.5   0.51    0.12    0.11    0.07    0.02    0.01    0.00    0.00    0.00    0.00        5       9
 2016 152    21    20    4.6      0  0.608    156     48      0     38    204    204      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  389.8   0.19   0.18    6.5   0.51    0.13    0.11    0.07    0.02    0.01    0.00    0.00    0.00    0.00        6       9
 2016 153    22    21    4.9      0  0.711    183     57      0     43    239    239      0     0.0  0.000      0      0  0.000  0.000  0.080  0.000  0.000  0.000  0.000    3.31   0.00   0.00      0      0  389.0   0.20   0.20    7.6   0.51    0.15    0.13    0.08    0.03    0.01    0.00    0.00    0.00    0.00        8      10
 2016 154    23    22    5.2      0  0.814    205     70      0     46    274    274      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.34   0.00   0.00      0      0  397.5   0.22   0.22    7.8   0.51    0.16    0.14    0.09    0.03    0.01    0.00    0.00    0.00    0.00       10      11
 2016 155    24    23    5.4      0  0.933    233     86      0     51    319    319      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.24   0.00   0.00      0      0  401.1   0.24   0.24    9.1   0.51    0.17    0.15    0.10    0.04    0.01    0.00    0.00    0.00    0.00       12      12
 2016 156    25    24    5.7      0  1.067    262    104      0     55    366    366      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.28   0.00   0.00      0      0  407.0   0.26   0.26    9.5   0.51    0.19    0.16    0.11    0.04    0.01    0.00    0.00    0.00    0.00       14      13
 2016 157    26    25    6.0      0  1.194    295    124      0     66    419    419      0     0.0  0.000      0      0  0.000  0.090  0.000  0.000  0.000  0.000  0.000    3.37   0.00   0.00      0      0  404.7   0.28   0.28    9.7   0.51    0.22    0.18    0.13    0.05    0.02    0.00    0.00    0.00    0.00       15      14
 2016 158    27    26    6.2      0  1.315    328    144      0     75    472    472      0     0.0  0.000      0      0  0.000  0.068  0.000  0.000  0.000  0.000  0.000    3.62   0.00   0.00      0      0  400.5   0.30   0.30    9.9   0.51    0.25    0.21    0.14    0.06    0.02    0.00    0.00    0.00    0.00       19      16
 2016 159    28    27    6.5      0  1.435    353    165      0     81    518    518      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  406.7   0.32   0.31   11.6   0.51    0.27    0.22    0.16    0.07    0.02    0.00    0.00    0.00    0.00       42      17
 2016 160    29    28    6.8      0  1.580    385    191      0     88    575    575      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.72   0.00   0.00      0      0  410.7   0.35   0.34   11.8   0.51    0.29    0.24    0.17    0.07    0.02    0.00    0.00    0.00    0.00       54      19
