*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2015 225    65   354    88      0     58      2    18   283    90    0.03   0.0   0.0   0.00   0.379   0.386   0.386   0.402   0.397   0.396   0.396   0.396   0.396
 2015 226    66   350    84      0     58      2    18   283    90    0.03   0.0   0.0   0.00   0.368   0.379   0.377   0.397   0.396   0.397   0.396   0.395   0.395
 2015 227    67   365   100      0     58      2    19   303    90    0.03   0.0   0.0   0.00   0.425   0.415   0.420   0.415   0.401   0.397   0.395   0.394   0.394
 2015 228    68   359    94      0     60      2    19   303    90    0.03   0.0   0.0   0.00   0.400   0.397   0.401   0.407   0.399   0.397   0.397   0.397   0.397
 2015 229    69   354    88      0     62      2    19   303    90    0.03   0.0   0.0   0.00   0.379   0.387   0.386   0.401   0.397   0.396   0.396   0.396   0.396
 2015 230    70   369   104      0     62      2    20   323    90    0.03   0.0   0.0   0.00   0.424   0.416   0.420   0.437   0.409   0.399   0.396   0.395   0.395
 2015 231    71   360    95      0     66      2    20   323    90    0.03   0.0   0.0   0.00   0.397   0.397   0.400   0.420   0.404   0.398   0.396   0.396   0.396
 2015 232    72   355    89      0     67      2    20   323    90    0.03   0.0   0.0   0.00   0.379   0.387   0.386   0.409   0.400   0.396   0.396   0.396   0.396
 2015 233    73   350    84      0     67      2    20   323    90    0.03   0.0   0.0   0.00   0.366   0.378   0.375   0.400   0.397   0.396   0.396   0.396   0.395
 2015 234    74   365   100      0     67      2    21   343    90    0.03   0.0   0.0   0.00   0.426   0.415   0.420   0.414   0.401   0.397   0.394   0.394   0.393
 2015 235    75   358    93      0     70      2    21   343    90    0.03   0.0   0.0   0.00   0.398   0.396   0.400   0.405   0.398   0.396   0.396   0.396   0.396
 2015 236    76   353    87      0     71      2    21   343    90    0.02   0.0   0.0   0.00   0.378   0.385   0.384   0.399   0.396   0.396   0.396   0.396   0.396
 2015 237    77   369   103      0     71      2    22   363    90    0.02   0.0   0.0   0.00   0.426   0.416   0.421   0.435   0.406   0.399   0.394   0.394   0.394
 2015 238    78   361    96      0     75      2    22   363    90    0.02   0.0   0.0   0.00   0.402   0.400   0.403   0.420   0.402   0.397   0.397   0.397   0.397
 2015 239    79   361    95      0     75      5    22   363    90    0.33   0.0   0.0   0.00   0.406   0.399   0.395   0.416   0.405   0.399   0.396   0.395   0.395
 2015 240    80   379   114      0     75      5    23   383    90    0.26   0.0   0.0   0.00   0.433   0.421   0.426   0.440   0.441   0.431   0.406   0.398   0.394
 2015 241    81   367   102      0     82      5    23   383    90    0.21   0.0   0.0   0.00   0.405   0.401   0.405   0.422   0.425   0.419   0.402   0.396   0.396
 2015 242    82   358    93      0     86      5    23   383    90    0.17   0.0   0.0   0.00   0.383   0.388   0.388   0.410   0.413   0.410   0.398   0.396   0.396
 2015 243    83   373   108      0     86      5    24   403    90    0.13   0.0   0.0   0.00   0.423   0.415   0.419   0.436   0.431   0.415   0.402   0.396   0.394
 2015 244    84   362    97      0     92      5    24   403    90    0.11   0.0   0.0   0.00   0.396   0.396   0.399   0.419   0.417   0.408   0.398   0.396   0.396
 2015 245    85   355    89      0     94      5    24   403    90    0.08   0.0   0.0   0.00   0.375   0.385   0.383   0.407   0.408   0.402   0.396   0.396   0.396
 2015 246    86   349    84      0     94      5    24   403    90    0.07   0.0   0.0   0.00   0.363   0.376   0.374   0.398   0.401   0.398   0.395   0.395   0.395
 2015 247    87   365    99      0     94      5    25   423    90    0.08   0.0   0.0   0.00   0.428   0.416   0.421   0.407   0.401   0.398   0.392   0.392   0.392
 2015 248    88   358    93      0     96      5    25   423    90    0.09   0.0   0.0   0.00   0.404   0.399   0.402   0.401   0.398   0.395   0.395   0.395   0.395
 2015 249    89   354    89      0     97      5    25   423    90    0.08   0.0   0.0   0.00   0.388   0.390   0.390   0.397   0.395   0.395   0.395   0.395   0.395
 2015 250    90   371   105      0     97      5    26   443    90    0.07   0.0   0.0   0.00   0.431   0.420   0.424   0.438   0.417   0.400   0.395   0.393   0.393
 2015 251    91   364    98      0    101      5    26   443    90    0.06   0.0   0.0   0.00   0.410   0.406   0.407   0.423   0.408   0.397   0.396   0.396   0.396
 2015 252    92   378   113      0    101     21    26   443    90    0.60   0.0   0.0   0.06   0.436   0.423   0.428   0.441   0.441   0.421   0.403   0.397   0.395
 2015 253    93   369   103      0    109     21    26   443    90    0.40   0.0   0.0   0.00   0.415   0.409   0.410   0.425   0.425   0.412   0.399   0.396   0.396

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2016 131     0   329   106      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.391   0.375   0.356   0.362   0.362   0.362   0.362   0.362   0.362
 2016 132     1   346   123      0      0      0     1    20    45    0.00   0.0   0.0   0.00   0.468   0.430   0.395   0.372   0.363   0.360   0.359   0.359   0.359
 2016 133     2   339   115      0      4      0     1    20    90    0.00   0.0   0.0   0.00   0.441   0.409   0.380   0.365   0.359   0.359   0.359   0.359   0.359
 2016 134     3   340   116      0      4      4     1    20    90    0.00   0.0   0.0   0.03   0.451   0.412   0.382   0.370   0.361   0.356   0.356   0.356   0.356
 2016 135     4   336   112      0      6      4     1    20    90    0.00   0.0   0.0   0.00   0.429   0.397   0.371   0.364   0.359   0.359   0.359   0.359   0.359
 2016 136     5   333   109      0      6      4     1    20    90    0.00   0.0   0.0   0.00   0.416   0.389   0.364   0.362   0.360   0.360   0.360   0.360   0.360
 2016 137     6   360   136      1      6     14     2    40    90    0.00   0.0   0.0   0.85   0.469   0.429   0.427   0.422   0.404   0.371   0.361   0.358   0.357
 2016 138     7   357   133      1      6     15     2    40    90    0.00   0.0   0.0   0.00   0.446   0.424   0.417   0.420   0.406   0.379   0.365   0.357   0.354
 2016 139     8   346   123      1     14     15     2    40    90    0.00   0.0   0.0   0.00   0.426   0.406   0.395   0.399   0.389   0.371   0.361   0.359   0.359
 2016 140     9   339   115      1     18     15     2    40    90    0.00   0.0   0.0   0.00   0.411   0.392   0.380   0.384   0.378   0.365   0.359   0.359   0.359
 2016 141    10   355   132      1     18     15     3    60    90    0.00   0.0   0.0   0.00   0.467   0.429   0.426   0.407   0.384   0.369   0.360   0.356   0.356
 2016 142    11   346   122      1     25     15     3    60    90    0.00   0.0   0.0   0.00   0.440   0.409   0.401   0.390   0.375   0.364   0.359   0.359   0.359
 2016 143    12   338   114      1     29     15     3    60    90    0.00   0.0   0.0   0.00   0.421   0.394   0.384   0.378   0.367   0.360   0.359   0.359   0.359
 2016 144    13   334   110      1     31     15     3    60    90    0.00   0.0   0.0   0.00   0.409   0.386   0.373   0.371   0.364   0.360   0.360   0.360   0.360
 2016 145    14   341   117      1     31     15     4    70    90    0.00   0.0   0.0   0.00   0.467   0.403   0.374   0.372   0.364   0.359   0.357   0.357   0.357
 2016 146    15   335   112      1     33     15     4    70    90    0.00   0.0   0.0   0.00   0.438   0.390   0.364   0.365   0.361   0.359   0.359   0.359   0.359
 2016 147    16   331   108      1     34     15     4    70    90    0.00   0.0   0.0   0.00   0.419   0.381   0.358   0.361   0.359   0.359   0.359   0.359   0.359
 2016 148    17   338   114      1     34     15     5    80    90    0.00   0.0   0.0   0.00   0.465   0.406   0.364   0.362   0.357   0.356   0.356   0.356   0.356
 2016 149    18   334   110      1     34     15     5    80    90    0.00   0.0   0.0   0.00   0.436   0.391   0.357   0.358   0.359   0.359   0.359   0.359   0.359
 2016 150    19   330   107      1     34     15     5    80    90    0.00   0.0   0.0   0.00   0.417   0.381   0.353   0.359   0.359   0.359   0.359   0.359   0.358
 2016 151    20   337   113      1     34     15     6    90    90    0.00   0.0   0.0   0.00   0.465   0.405   0.360   0.359   0.356   0.356   0.356   0.356   0.355
 2016 152    21   333   109      1     34     15     6    90    90    0.00   0.0   0.0   0.00   0.436   0.390   0.354   0.358   0.359   0.359   0.359   0.359   0.356
 2016 153    22   339   115      1     34     15     7   100    90    0.00   0.0   0.0   0.00   0.465   0.424   0.366   0.361   0.356   0.356   0.356   0.356   0.353
 2016 154    23   336   112      1     35     15     7   100    90    0.00   0.0   0.0   0.00   0.438   0.404   0.360   0.360   0.360   0.360   0.360   0.360   0.360
 2016 155    24   339   115      1     35     15     8   106    90    0.00   0.0   0.0   0.00   0.463   0.410   0.367   0.362   0.359   0.358   0.358   0.358   0.358
 2016 156    25   335   111      1     36     15     8   106    90    0.00   0.0   0.0   0.00   0.434   0.394   0.359   0.359   0.360   0.360   0.360   0.360   0.360
 2016 157    26   330   107      1     37     15     8   106    90    0.00   0.0   0.0   0.00   0.413   0.381   0.354   0.358   0.359   0.360   0.360   0.360   0.360
 2016 158    27   326   103      1     37     15     8   106    90    0.00   0.0   0.0   0.00   0.398   0.371   0.350   0.358   0.359   0.357   0.357   0.357   0.357
 2016 159    28   333   110      1     37     15     9   116    90    0.00   0.0   0.0   0.00   0.461   0.387   0.353   0.355   0.357   0.355   0.355   0.355   0.355
 2016 160    29   331   107      1     37     15     9   116    90    0.00   0.0   0.0   0.00   0.433   0.377   0.351   0.359   0.360   0.360   0.357   0.354   0.354
 2016 161    30   337   113      1     37     15    10   126    90    0.01   0.0   0.0   0.00   0.464   0.412   0.361   0.360   0.358   0.359   0.355   0.352   0.352
 2016 162    31   334   110      1     37     15    10   126    90    0.01   0.0   0.0   0.00   0.434   0.394   0.354   0.359   0.360   0.360   0.360   0.360   0.359
 2016 163    32   331   107      1     37     15    10   126    90    0.01   0.0   0.0   0.00   0.413   0.382   0.351   0.359   0.360   0.361   0.361   0.361   0.361
 2016 164    33   328   104      1     37     15    10   126    90    0.02   0.0   0.0   0.00   0.399   0.374   0.351   0.359   0.358   0.359   0.359   0.359   0.359
 2016 165    34   324   101      1     37     15    10   126    90    0.02   0.0   0.0   0.00   0.388   0.367   0.346   0.356   0.356   0.358   0.358   0.358   0.358
 2016 166    35   322    98      1     37     15    10   126    90    0.02   0.0   0.0   0.00   0.373   0.361   0.342   0.354   0.356   0.358   0.358   0.358   0.358
 2016 167    36   329   105      1     37     15    11   136    90    0.03   0.0   0.0   0.00   0.444   0.373   0.339   0.350   0.354   0.356   0.356   0.356   0.357
 2016 168    37   331   107      1     37     15    12   142    90    0.03   0.0   0.0   0.00   0.462   0.388   0.341   0.347   0.352   0.355   0.355   0.355   0.355
 2016 169    38   327   104      1     37     15    12   142    90    0.03   0.0   0.0   0.00   0.430   0.376   0.350   0.354   0.350   0.354   0.354   0.354   0.354
 2016 170    39   334   110      1     37     15    13   152    90    0.03   0.0   0.0   0.00   0.462   0.408   0.357   0.354   0.348   0.353   0.353   0.353   0.353
 2016 171    40   331   107      1     37     15    13   152    90    0.03   0.0   0.0   0.00   0.431   0.390   0.351   0.359   0.360   0.360   0.352   0.352   0.352
 2016 172    41   327   104      1     37     15    13   152    90    0.04   0.0   0.0   0.00   0.409   0.378   0.350   0.359   0.360   0.361   0.355   0.351   0.351
 2016 173    42   331   107      1     37     15    14   158    90    0.03   0.0   0.0   0.00   0.440   0.385   0.352   0.356   0.359   0.360   0.354   0.350   0.350
 2016 174    43   328   104      1     37     15    14   158    90    0.04   0.0   0.0   0.00   0.417   0.375   0.351   0.359   0.361   0.361   0.356   0.349   0.349
 2016 175    44   335   111      1     37     15    15   168    90    0.04   0.0   0.0   0.00   0.463   0.399   0.357   0.359   0.359   0.361   0.355   0.349   0.349
 2016 176    45   332   108      1     37     15    15   168    90    0.04   0.0   0.0   0.00   0.431   0.384   0.350   0.359   0.360   0.361   0.361   0.361   0.349
 2016 177    46   338   114      1     37     15    16   178    90    0.04   0.0   0.0   0.00   0.461   0.414   0.360   0.359   0.359   0.360   0.360   0.360   0.349
 2016 178    47   334   110      1     38     15    16   178    90    0.04   0.0   0.0   0.00   0.429   0.393   0.352   0.358   0.360   0.361   0.361   0.361   0.361
 2016 179    48   330   106      1     39     15    16   178    90    0.04   0.0   0.0   0.00   0.407   0.379   0.349   0.358   0.360   0.361   0.361   0.361   0.361
 2016 180    49   326   103      1     39     15    16   178    90    0.04   0.0   0.0   0.00   0.392   0.369   0.349   0.355   0.359   0.361   0.361   0.361   0.361
 2016 181    50   340   117      1     39     15    17   195    90    0.03   0.0   0.0   0.00   0.462   0.425   0.363   0.357   0.357   0.360   0.360   0.360   0.360
 2016 182    51   336   112      1     41     15    17   195    90    0.03   0.0   0.0   0.00   0.434   0.404   0.356   0.360   0.361   0.362   0.362   0.362   0.362
 2016 183    52   331   107      1     42     15    17   195    90    0.04   0.0   0.0   0.00   0.410   0.387   0.350   0.358   0.360   0.361   0.361   0.361   0.361
 2016 184    53   352   128      1     42     15    18   219    90    0.03   0.0   0.0   0.00   0.464   0.426   0.425   0.392   0.369   0.364   0.361   0.361   0.361
 2016 185    54   342   119      1     49     15    18   219    90    0.03   0.0   0.0   0.00   0.431   0.402   0.398   0.380   0.366   0.364   0.361   0.361   0.361
 2016 186    55   336   112      1     53     15    18   219    90    0.03   0.0   0.0   0.00   0.410   0.387   0.380   0.371   0.363   0.363   0.361   0.361   0.361
 2016 187    56   331   107      1     54     15    18   219    90    0.03   0.0   0.0   0.00   0.396   0.376   0.367   0.365   0.362   0.362   0.361   0.361   0.361
 2016 188    57   352   129      1     54     15    19   243    90    0.03   0.0   0.0   0.00   0.463   0.426   0.425   0.391   0.370   0.364   0.362   0.361   0.361
 2016 189    58   342   119      1     61     15    19   243    90    0.04   0.0   0.0   0.00   0.432   0.403   0.398   0.379   0.366   0.364   0.361   0.361   0.361
 2016 190    59   336   112      1     65     15    19   243    90    0.03   0.0   0.0   0.00   0.410   0.386   0.379   0.371   0.363   0.363   0.361   0.361   0.361
 2016 191    60   356   132      1     65     15    20   267    90    0.03   0.0   0.0   0.00   0.462   0.425   0.424   0.420   0.380   0.368   0.363   0.360   0.360
 2016 192    61   345   121      1     72     15    20   267    90    0.03   0.0   0.0   0.00   0.430   0.401   0.397   0.399   0.373   0.365   0.362   0.361   0.361
 2016 193    62   337   113      1     77     15    20   267    90    0.03   0.0   0.0   0.00   0.409   0.385   0.378   0.385   0.368   0.364   0.361   0.361   0.361
 2016 194    63   331   108      1     79     15    20   267    90    0.04   0.0   0.0   0.00   0.392   0.373   0.365   0.374   0.364   0.363   0.361   0.361   0.361
 2016 195    64   352   128      1     79     15    21   291    90    0.04   0.0   0.0   0.00   0.463   0.425   0.424   0.392   0.372   0.365   0.362   0.360   0.360
 2016 196    65   342   118      1     86     15    21   291    90    0.03   0.0   0.0   0.00   0.430   0.401   0.397   0.379   0.367   0.363   0.361   0.361   0.361
 2016 197    66   335   111      1     89     15    21   291    90    0.03   0.0   0.0   0.00   0.407   0.384   0.378   0.370   0.363   0.362   0.361   0.361   0.361
 2016 198    67   330   106      1     90     15    21   291    90    0.03   0.0   0.0   0.00   0.391   0.372   0.364   0.363   0.361   0.361   0.361   0.361   0.361
 2016 199    68   327   103      1     90     15    21   291    90    0.03   0.0   0.0   0.00   0.382   0.365   0.356   0.360   0.360   0.361   0.360   0.360   0.360
 2016 200    69   347   123      1     90     15    22   315    90    0.03   0.0   0.0   0.00   0.462   0.425   0.407   0.374   0.364   0.362   0.359   0.359   0.359
 2016 201    70   339   115      1     95     15    22   315    90    0.02   0.0   0.0   0.00   0.430   0.401   0.385   0.367   0.362   0.361   0.361   0.361   0.361
 2016 202    71   333   109      1     98     15    22   315    90    0.02   0.0   0.0   0.00   0.408   0.385   0.370   0.362   0.360   0.361   0.361   0.361   0.361
 2016 203    72   353   129      1     98     15    23   339    90    0.02   0.0   0.0   0.00   0.462   0.425   0.424   0.405   0.373   0.364   0.361   0.360   0.360
 2016 204    73   343   119      1    104     15    23   339    90    0.02   0.0   0.0   0.00   0.430   0.401   0.397   0.388   0.367   0.363   0.361   0.361   0.361
 2016 205    74   336   112      1    108     15    23   339    90    0.02   0.0   0.0   0.00   0.410   0.386   0.379   0.377   0.364   0.362   0.361   0.361   0.361
 2016 206    75   330   107      1    110     15    23   339    90    0.02   0.0   0.0   0.00   0.393   0.374   0.365   0.368   0.362   0.361   0.361   0.361   0.361
 2016 207    76   351   127      1    110     15    24   363    90    0.01   0.0   0.0   0.00   0.461   0.424   0.423   0.388   0.368   0.363   0.359   0.359   0.359
 2016 208    77   341   117      1    115     15    24   363    90    0.01   0.0   0.0   0.00   0.429   0.400   0.396   0.376   0.364   0.362   0.361   0.361   0.361
 2016 209    78   334   110      1    118     15    24   363    90    0.01   0.0   0.0   0.00   0.407   0.384   0.377   0.367   0.362   0.361   0.361   0.361   0.361
 2016 210    79   354   130      1    118     15    25   387    90    0.01   0.0   0.0   0.00   0.461   0.424   0.423   0.412   0.376   0.364   0.361   0.359   0.359
 2016 211    80   343   119      1    125     15    25   387    90    0.01   0.0   0.0   0.00   0.429   0.400   0.396   0.392   0.369   0.363   0.361   0.361   0.361
 2016 212    81   335   112      1    129     15    25   387    90    0.01   0.0   0.0   0.00   0.407   0.384   0.377   0.379   0.365   0.362   0.361   0.361   0.361
 2016 213    82   330   107      1    130     15    25   387    90    0.01   0.0   0.0   0.00   0.392   0.373   0.364   0.370   0.362   0.360   0.360   0.360   0.360
 2016 214    83   350   127      1    130     15    26   411    90    0.04   0.0   0.0   0.00   0.462   0.425   0.424   0.387   0.368   0.362   0.358   0.358   0.358
 2016 215    84   341   117      1    136     15    26   411    90    0.06   0.0   0.0   0.00   0.432   0.402   0.397   0.376   0.364   0.360   0.360   0.360   0.360
 2016 216    85   335   111      1    139     15    26   411    90    0.06   0.0   0.0   0.00   0.412   0.388   0.379   0.368   0.361   0.360   0.360   0.360   0.360
 2016 217    86   355   131      1    139     15    27   435    90    0.05   0.0   0.0   0.00   0.465   0.427   0.425   0.421   0.377   0.363   0.359   0.357   0.357
 2016 218    87   345   121      1    146     15    27   435    90    0.05   0.0   0.0   0.00   0.436   0.406   0.399   0.399   0.369   0.360   0.359   0.359   0.359
 2016 219    88   338   114      1    149     15    27   435    90    0.04   0.0   0.0   0.00   0.417   0.392   0.382   0.384   0.364   0.359   0.359   0.359   0.359
 2016 220    89   333   109      1    151     15    27   435    90    0.03   0.0   0.0   0.00   0.404   0.382   0.370   0.374   0.361   0.359   0.359   0.359   0.359

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2016 153     0   329   106      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.391   0.375   0.356   0.362   0.362   0.362   0.362   0.362   0.362
 2016 154     1   337   113      0      0      0     1    10    45    0.00   0.0   0.0   0.00   0.460   0.391   0.359   0.361   0.359   0.359   0.359   0.359   0.359
 2016 155     2   333   109      0      1      0     1    10    90    0.00   0.0   0.0   0.00   0.436   0.383   0.356   0.359   0.359   0.359   0.359   0.359   0.359
 2016 156     3   336   112      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.463   0.397   0.360   0.359   0.356   0.356   0.356   0.356   0.356
 2016 157     4   333   109      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.438   0.387   0.356   0.359   0.359   0.359   0.359   0.359   0.354
 2016 158     5   330   106      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.420   0.380   0.353   0.359   0.359   0.359   0.359   0.359   0.352
 2016 159     6   327   103      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.407   0.375   0.353   0.359   0.359   0.356   0.356   0.356   0.349
 2016 160     7   334   110      0      1      0     3    26    90    0.00   0.0   0.0   0.00   0.468   0.396   0.358   0.358   0.356   0.353   0.353   0.353   0.346
 2016 161     8   331   107      0      1      0     3    26    90    0.00   0.0   0.0   0.00   0.440   0.386   0.354   0.359   0.359   0.359   0.359   0.350   0.343
 2016 162     9   338   114      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.467   0.426   0.368   0.361   0.357   0.356   0.356   0.347   0.340
 2016 163    10   335   111      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.440   0.406   0.361   0.359   0.359   0.359   0.359   0.359   0.346
 2016 164    11   332   108      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.421   0.393   0.356   0.359   0.359   0.359   0.359   0.359   0.352
 2016 165    12   328   105      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.407   0.383   0.352   0.359   0.359   0.359   0.359   0.357   0.349
 2016 166    13   325   102      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.398   0.377   0.352   0.359   0.356   0.356   0.356   0.354   0.346
 2016 167    14   322    98      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.391   0.372   0.351   0.356   0.353   0.353   0.353   0.351   0.343
 2016 168    15   329   105      0      1      0     5    46    90    0.00   0.0   0.0   0.00   0.459   0.387   0.354   0.352   0.350   0.350   0.350   0.348   0.340
 2016 169    16   331   107      0      1      0     6    52    90    0.00   0.0   0.0   0.00   0.455   0.409   0.363   0.354   0.348   0.347   0.348   0.346   0.339
 2016 170    17   327   104      0      1      0     6    52    90    0.00   0.0   0.0   0.00   0.430   0.393   0.356   0.359   0.359   0.354   0.345   0.343   0.336
 2016 171    18   334   110      0      1      0     7    62    90    0.00   0.0   0.0   0.00   0.466   0.423   0.368   0.361   0.357   0.351   0.342   0.340   0.333
 2016 172    19   330   107      0      1      0     7    62    90    0.00   0.0   0.0   0.00   0.437   0.402   0.360   0.359   0.359   0.359   0.359   0.340   0.330
 2016 173    20   327   103      0      1      0     7    62    90    0.00   0.0   0.0   0.00   0.418   0.389   0.355   0.359   0.359   0.359   0.359   0.347   0.327
 2016 174    21   330   106      0      1      0     8    68    90    0.00   0.0   0.0   0.00   0.449   0.397   0.359   0.359   0.356   0.356   0.356   0.344   0.325
 2016 175    22   327   103      0      1      0     8    68    90    0.00   0.0   0.0   0.00   0.426   0.385   0.354   0.359   0.359   0.359   0.359   0.346   0.322
 2016 176    23   333   109      0      1      0     9    78    90    0.00   0.0   0.0   0.00   0.465   0.413   0.363   0.361   0.356   0.356   0.356   0.343   0.320
 2016 177    24   329   106      0      1      0     9    78    90    0.00   0.0   0.0   0.00   0.435   0.395   0.356   0.358   0.359   0.359   0.359   0.357   0.317
 2016 178    25   336   112      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.464   0.426   0.368   0.361   0.357   0.356   0.356   0.354   0.315
 2016 179    26   332   108      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.434   0.404   0.359   0.358   0.359   0.359   0.359   0.359   0.327
 2016 180    27   328   104      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.413   0.388   0.353   0.358   0.359   0.359   0.359   0.359   0.333
 2016 181    28   325   101      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.399   0.378   0.351   0.359   0.360   0.358   0.357   0.357   0.331
 2016 182    29   340   116      0      1      0    11   105    90    0.00   0.0   0.0   0.00   0.466   0.428   0.378   0.365   0.360   0.356   0.356   0.356   0.329
 2016 183    30   336   112      0      1      0    11   105    90    0.00   0.0   0.0   0.00   0.435   0.404   0.365   0.360   0.359   0.360   0.360   0.360   0.354
 2016 184    31   332   108      0      2      0    11   105    90    0.00   0.0   0.0   0.00   0.415   0.390   0.358   0.359   0.360   0.360   0.360   0.360   0.360
 2016 185    32   353   129      0      2      0    12   129    90    0.01   0.0   0.0   0.00   0.463   0.426   0.424   0.403   0.372   0.363   0.360   0.359   0.359
 2016 186    33   343   120      0      8      0    12   129    90    0.01   0.0   0.0   0.00   0.434   0.404   0.399   0.388   0.367   0.361   0.360   0.360   0.360
 2016 187    34   337   113      0     12      0    12   129    90    0.01   0.0   0.0   0.00   0.413   0.389   0.381   0.377   0.363   0.361   0.361   0.361   0.361
 2016 188    35   332   108      0     13      0    12   129    90    0.02   0.0   0.0   0.00   0.399   0.378   0.368   0.369   0.362   0.361   0.361   0.361   0.361
 2016 189    36   353   129      0     13      0    13   153    90    0.02   0.0   0.0   0.00   0.463   0.426   0.424   0.399   0.372   0.363   0.360   0.359   0.359
 2016 190    37   343   119      0     20      0    13   153    90    0.02   0.0   0.0   0.00   0.432   0.403   0.398   0.384   0.367   0.362   0.361   0.361   0.361
 2016 191    38   336   112      0     24      0    13   153    90    0.03   0.0   0.0   0.00   0.411   0.387   0.380   0.374   0.363   0.361   0.361   0.361   0.361
 2016 192    39   356   132      0     24      0    14   177    90    0.03   0.0   0.0   0.00   0.462   0.425   0.424   0.422   0.382   0.367   0.362   0.360   0.360
 2016 193    40   345   121      0     31      0    14   177    90    0.03   0.0   0.0   0.00   0.431   0.402   0.397   0.400   0.374   0.364   0.361   0.361   0.361
 2016 194    41   337   113      0     36      0    14   177    90    0.03   0.0   0.0   0.00   0.408   0.385   0.378   0.385   0.369   0.363   0.361   0.361   0.361
 2016 195    42   332   108      0     38      0    14   177    90    0.04   0.0   0.0   0.00   0.394   0.374   0.366   0.375   0.365   0.362   0.361   0.361   0.361
 2016 196    43   352   128      0     38      0    15   201    90    0.03   0.0   0.0   0.00   0.461   0.424   0.423   0.394   0.373   0.365   0.362   0.360   0.360
 2016 197    44   342   118      0     44      0    15   201    90    0.04   0.0   0.0   0.00   0.428   0.400   0.396   0.380   0.368   0.364   0.361   0.361   0.361
 2016 198    45   335   111      0     48      0    15   201    90    0.04   0.0   0.0   0.00   0.406   0.383   0.377   0.371   0.364   0.363   0.361   0.361   0.361
 2016 199    46   330   106      0     49      0    15   201    90    0.04   0.0   0.0   0.00   0.392   0.373   0.365   0.365   0.363   0.362   0.361   0.361   0.361
 2016 200    47   327   103      0     49      0    15   201    90    0.04   0.0   0.0   0.00   0.381   0.364   0.355   0.361   0.361   0.361   0.361   0.361   0.361
 2016 201    48   347   123      0     49      0    16   225    90    0.04   0.0   0.0   0.00   0.461   0.424   0.404   0.374   0.364   0.362   0.360   0.360   0.360
 2016 202    49   339   115      0     54      0    16   225    90    0.04   0.0   0.0   0.00   0.429   0.400   0.383   0.367   0.363   0.362   0.361   0.361   0.361
 2016 203    50   332   109      0     57      0    16   225    90    0.04   0.0   0.0   0.00   0.406   0.383   0.368   0.362   0.361   0.361   0.361   0.361   0.361
 2016 204    51   353   129      0     57      0    17   249    90    0.04   0.0   0.0   0.00   0.461   0.424   0.423   0.401   0.372   0.364   0.362   0.361   0.361
 2016 205    52   343   119      0     63      0    17   249    90    0.04   0.0   0.0   0.00   0.430   0.402   0.397   0.387   0.368   0.364   0.361   0.361   0.361
 2016 206    53   335   111      0     67      0    17   249    90    0.04   0.0   0.0   0.00   0.406   0.384   0.377   0.375   0.364   0.363   0.361   0.361   0.361
 2016 207    54   330   106      0     69      0    17   249    90    0.04   0.0   0.0   0.00   0.390   0.371   0.363   0.367   0.362   0.362   0.361   0.361   0.361
